id,num_subscribed
67366573,3
28373834,2
95639600,2
104516620,1
106010048,1
80422159,14
3404277,1
34631015,7
16785230,3
61164496,5
33869832,1
51610957,3
41298960,4
53095116,1
6708353,4
40168800,7
38192642,28
65374648,2
17900242,2
11329593,1
10363929,3
84047466,2
96968846,5
44652799,4
28266974,5
22152231,2
25768534,1
60141470,7
39315028,2
38953198,1
22396290,1
15424263,8
96222126,3
98147337,2
20028711,2
39085102,1
58215079,4
12131506,5
67632708,1
26080183,3
53255907,4
91314133,2
57212643,5
2090896,3
1913632,1
72686790,3
79965219,1
31553713,1
21411265,12
85457708,3
45560359,6
75777103,2
33516603,6
45693921,3
6772852,2
53593850,2
58068212,2
34358419,4
42263610,1
40222192,3
105175934,3
23403838,1
85418483,4
54436078,3
17113021,1
39840464,2
8287479,1
55654250,4
24219084,1
67147992,3
93303208,1
42582976,3
47203021,7
9221408,2
48192108,8
59158538,6
5824296,3
20376098,1
21506282,4
45124452,3
100548929,2
21951733,1
47068523,23
65365283,1
14627246,5
72357378,18
18436283,2
107417090,5
25522946,1
85481502,1
249874,5
78024629,2
641645,2
74984358,4
16358244,1
19672766,1
89298082,1
20145104,1
89723115,4
62897997,9
27205780,13
88695203,7
6859369,5
24433478,1
67400947,7
94936006,4
89919678,24
32365453,4
16721254,4
2788586,2
65885610,4
53512016,3
10322193,2
23378069,8
64097785,3
17655874,2
25070958,1
51044116,1
24345998,1
96711644,5
2197699,1
5535242,2
84246195,2
72422009,4
29045835,22
61938457,4
41895445,2
57599090,1
10738325,2
91806739,2
1512563,5
81496792,3
1911534,1
89063993,2
38181703,3
20245412,2
22041326,1
79340211,3
59439639,4
58341861,3
60731298,1
32230287,5
25192157,3
32874408,1
54091504,17
28799098,10
39612969,3
24647716,1
14152608,4
51814684,2
97055857,1
19586361,1
37552774,4
45351998,2
42176640,3
29765706,2
45646897,1
32638132,31
32345363,1
98968353,8
37724162,3
15694120,1
40785339,1
68641347,9
15437679,6
24834368,6
73775993,1
87850926,3
23274298,2
36032492,3
36578962,5
10500293,3
32436173,4
28385369,6
81091001,1
28640696,3
8145702,1
96629083,3
90195698,7
17032898,11
16542722,2
5209320,10
42802169,1
10170459,2
7263595,1
56587847,13
63367811,1
59908553,8
60853281,1
68029204,1
35711202,1
26183073,4
61690920,17
45935469,4
78596820,4
44884096,3
42666645,5
62114897,2
41262430,5
109552991,3
11922371,2
2638510,5
33023748,1
41280289,3
66870611,1
50467457,1
45232756,4
90456362,2
99876447,1
85123283,1
45141411,5
28388437,1
72459599,17
60974292,6
104208153,3
24917777,4
45673496,4
20735668,7
19955789,1
91853881,13
26139206,2
30810363,5
51315318,1
2237828,3
64563974,4
93783524,3
48316657,1
73231073,4
42617766,5
89798849,6
39756656,7
8287489,3
35867109,4
62117377,6
2504907,1
42438598,4
38530017,3
68371458,1
42665938,2
24149680,1
55540458,1
35978636,1
21583592,1
41019189,1
3164364,5
44288007,2
49654216,3
44032933,5
24397343,2
27390223,1
47546783,8
26646761,1
28802415,4
20783943,11
87097256,3
14601287,1
29454503,3
44784154,4
95061381,1
84267532,3
68965452,13
8811751,1
12732207,3
18348050,1
60256707,4
98066818,2
58834855,3
49292291,1
31652390,2
94741959,6
16729774,1
68510324,3
56671155,1
56109682,2
28276562,1
15455255,4
85500500,3
5699830,1
1313599,6
80995194,2
16894049,4
12389598,2
23703542,3
60686656,3
63995804,2
56562247,17
86982533,3
63219311,9
87554037,5
35425805,1
21550130,1
9041785,7
11113583,4
97408357,4
6717172,1
35058796,1
58704967,2
21320734,2
19967632,17
54220256,5
72837855,122
2032802,3
45439252,6
97394615,2
84512178,6
53638945,9
21678767,8
37541533,3
39182944,1
21001968,8
105199799,2
42905428,3
77820373,2
38825724,51
90864138,10
32224713,1
26060572,3
55956834,4
23502247,4
8605878,1
40839655,23
42668505,1
17381911,6
56149788,6
34454420,3
62883928,1
192172,2
26511927,4
24057587,1
72432908,3
30700652,1
21953202,2
90194565,6
82500822,4
713738,3
27904620,5
51576464,1
16317504,11
22457456,4
8878586,1
46211697,1
24822411,2
11136987,3
14554792,2
17738333,2
102506923,7
96286172,9
65103313,3
78525756,2
45589529,4
44340387,1
82921972,6
44541238,15
50356903,1
45574571,1
63077955,3
9756500,1
641753,2
23913607,4
105004620,6
11379693,3
66583235,2
45933777,27
869329,6
55574156,2
39113249,2
94975105,3
21262844,2
44644362,6
98980503,9
97756559,1
42892730,7
22044965,2
23799394,1
95051085,4
88993085,6
14136104,1
90199900,6
26650543,5
75997595,1
24556180,1
28129184,17
64423723,3
55660393,3
73162379,3
59067917,1
84577586,3
3275901,4
97250499,2
14768147,4
55588401,2
91273251,1
78835647,1
44714918,4
25466813,3
71218342,4
99594804,12
64105601,2
18246969,3
56443480,6
53730155,2
94196072,2
16795345,1
95397020,5
91352659,5
53961535,2
75394665,7
57544316,10
44728777,6
35285773,1
102990739,1
1372112,2
98514210,1
46817904,3
41787383,10
18815158,5
72035076,1
44217450,1
74849798,17
30815896,1
39948423,2
65298606,3
69809435,1
12127890,4
63961371,1
63290632,1
86820127,5
44969341,4
88569914,2
103462649,1
45711299,2
334612,4
39444797,1
14913451,14
67507320,5
69120045,3
19552523,3
18478147,3
83657785,1
39487406,1
10369570,2
9999787,3
9416596,3
22624681,2
34436161,1
44387696,1
714608,3
55117299,6
4992819,2
28397022,4
19051380,2
53456867,2
21679214,7
64861672,4
32189709,11
78468183,3
92722910,2
24765257,1
716637,4
17871044,3
15115346,3
91005157,3
6298968,1
23082975,2
20575387,1
53315879,2
12380218,3
80523738,21
14197618,1
42582448,7
93763338,2
15558912,1
21729762,1
90393788,2
27896406,2
26611832,1
57826110,10
35554415,5
22650904,1
103678182,21
60929864,3
713383,6
50155971,7
53814143,4
50201527,1
31263953,4
24306040,3
39184258,17
37856976,3
71090799,5
12243862,1
12918384,6
57443047,7
24868764,2
45385931,2
30408162,4
86496821,13
24779346,3
791876,3
27091011,1
9363036,2
63222736,5
18744966,5
37465429,5
32372060,2
26173887,4
69353884,4
90772479,6
10849227,1
33812291,1
79730361,4
33769457,1
10836044,3
25897748,6
87749872,4
41819435,3
3074488,2
85026260,3
23056081,4
64779072,4
2442457,5
95124708,5
31265894,11
70340983,5
82695931,3
57175093,1
63095807,6
20911894,2
44208498,4
80998864,5
35783624,7
61997482,7
14268431,4
71704890,4
36738094,2
52023576,2
49614690,6
61088811,4
72964495,3
50949815,3
56848221,1
56351182,10
30504894,3
50576950,1
39687063,3
85800155,3
24701380,4
38712185,4
70278109,1
57608652,6
73549957,2
26149775,2
68681106,5
26392656,6
79495967,3
30139543,2
33328951,2
20639665,4
36839692,10
54308223,7
83647593,4
58837284,7
35979648,5
33758791,2
21239392,19
36798509,1
97226711,4
791922,3
26396477,1
29505587,25
81844216,4
25890213,1
26130117,1
74692875,1
25433084,1
47385274,5
28836494,2
50649057,10
68671244,3
47990292,2
3524202,3
28414042,3
65732790,6
29400061,1
94802034,8
63543726,4
33863350,7
74340740,5
67598166,2
64707921,8
47999273,4
7434072,6
19994001,3
7410902,2
57116811,4
20544526,1
61529031,9
73823363,6
48020828,3
60598722,4
96475963,3
92182966,1
92649612,2
78941908,5
34540951,11
61231548,6
7608704,1
81726527,2
16584334,1
105041282,8
94162788,3
21853572,3
97278465,2
39803439,2
49388333,3
10254512,1
77087345,3
22955542,1
26685186,5
60408981,3
63252533,3
44098236,6
42892255,1
79880711,5
86481801,7
14770562,4
63877475,1
16223829,1
23979914,1
34429432,2
105621107,9
3037525,1
791848,3
81005103,4
45422986,1
41824315,1
83462746,4
641762,2
5908216,6
46828121,5
19776040,3
33591761,3
39087649,2
15634802,4
50617934,3
25502616,3
9746117,2
63416590,3
88079494,2
100266665,1
38048134,1
28624058,3
75891921,6
63117446,4
32134289,31
44014575,4
100315209,1
20780999,1
84423437,4
2552509,1
61028422,1
24826626,5
22295450,8
91190602,2
28653356,33
43819523,5
21995274,17
54491113,7
60702728,1
5201270,1
91427735,6
51108607,8
3367516,5
9217776,1
21437432,2
99288191,2
77598916,1
26157892,6
8939587,1
108928353,2
67792613,6
88378198,3
25191137,1
23659666,3
21284240,7
89117211,1
2461756,2
26767147,1
67972018,3
29183380,3
2820485,1
33054026,9
60201005,2
20990587,1
47137371,1
8113146,5
59781390,5
14882587,4
21690463,2
33892938,2
64376849,2
18262225,5
109454938,1
50452304,2
34527032,1
84291935,13
44870100,4
2033159,1
20919074,2
11573902,2
79705449,3
42114396,4
23927163,9
85380874,3
34199736,17
23442004,1
10963988,3
103342923,6
8572133,1
27346018,3
65161923,5
1339972,4
37927309,8
57706855,2
87589054,1
69953133,5
77820753,2
26590555,2
102295958,3
101156841,3
641977,3
39241514,1
83916815,1
32674678,3
43579692,2
47283955,1
1001800,3
44354636,3
1376224,3
2173462,4
26087651,4
34130623,2
25817634,2
92319607,8
47631626,2
12794007,6
20623303,1
58995881,5
62074922,2
52739670,5
1314181,2
57473060,3
22587398,4
87367428,2
44447341,1
42662391,2
36522635,14
23322603,2
28778721,3
59972195,1
75207903,4
21187376,3
97430475,3
20919747,2
6302928,1
336950,3
16678137,3
22955838,1
18758960,5
30039696,2
17243883,4
2866520,5
45474959,2
56314851,5
80862442,24
791490,4
109016511,3
24186802,3
36666260,2
9138944,2
33883059,1
59434148,1
72817811,2
102566225,4
3004428,2
15571922,2
33452350,4
47957972,3
22069008,2
41472975,5
45556854,3
86608064,5
18287579,3
64718945,4
27349846,14
18753089,7
60882762,3
88917898,14
95362824,9
28412086,1
76510088,4
69651898,4
82375616,22
57311817,3
18742870,1
22640305,1
55534971,3
30965554,1
97756051,1
10334475,3
34999844,3
61815248,7
58919971,1
84101763,1
16899326,7
37144384,2
52524723,6
13255326,1
58471397,4
23036243,4
51051736,6
71714031,3
44381372,1
66139302,3
57307572,7
51208737,8
14932346,2
71602161,9
102135294,3
79195276,1
36914993,3
66597895,6
34081923,4
54039580,20
41786858,3
30106018,4
65740695,1
14644456,1
1003455,4
35132198,5
33284818,4
68505182,2
27315268,3
6705481,3
16220529,1
34573675,12
70448629,2
50229424,1
37906050,7
51547449,3
32990758,13
26095886,9
56132982,3
22630463,2
100067607,9
791363,2
19134971,1
8470326,3
81543310,1
99320288,2
45364529,2
25190033,4
48461649,1
34239583,1
48666553,5
65427024,9
13162970,2
19373674,2
23734294,1
69073586,6
64264160,4
28656010,3
45089316,3
2547202,11
67235019,1
83257251,7
20763709,4
35492021,2
80833768,2
81367774,3
93144814,10
88406758,5
42871275,8
37791029,4
40858181,2
22207725,6
24924658,2
66473871,2
86476348,2
24365377,2
52542337,3
26066813,11
41616475,3
15065044,1
92670772,10
51303383,4
16514474,1
96427425,2
5898075,10
1774902,2
86105960,3
15390275,6
5800952,1
84801399,4
89196414,2
40231718,19
51792645,7
34364690,1
13004842,4
2396082,3
26093784,1
32515325,1
64657410,4
29302716,4
106804725,2
28382935,2
82537854,11
68219806,3
64631001,4
81989494,1
25356425,29
100288151,3
42959089,2
81474976,4
97755202,1
43499528,40
87066926,5
20198531,5
24049769,3
22904803,1
5163632,2
80115228,1
22626803,2
21878610,5
41590546,3
24924263,1
60682366,4
6741298,3
44428347,1
93902219,3
18138393,1
28440717,1
27336862,4
51085701,2
49963198,4
1193707,5
51377783,2
641767,3
70351431,5
49540952,2
80934977,22
17213269,6
25433361,3
72089414,4
37476036,4
59919551,1
99692913,4
49792623,7
49352263,11
32661960,6
5783516,1
72827940,4
37250787,1
40854684,3
60699546,1
59621815,7
36828479,2
18559778,1
33838489,2
24830645,18
2881948,3
59781822,2
62672869,1
96520655,1
78519185,4
43958599,3
16065042,2
81850236,5
50728083,6
37599729,3
99908222,5
7477985,7
40929102,27
62411936,5
30883602,3
39770115,4
37542830,4
49981215,9
46726851,1
55145319,5
38591153,4
41885471,20
36839557,12
12248082,1
27198478,1
38457612,5
25443085,1
34673295,1
23204139,4
55697661,4
39859201,6
868047,3
18178631,2
23475909,2
70754582,4
30849081,4
40405668,18
82392407,3
62723151,1
3003056,3
22751894,4
17840375,16
66185417,1
74542244,45
41759491,3
1440976,3
105622190,1
20891637,3
54893275,8
5404735,2
44111412,2
10314862,5
64151080,3
80264441,1
185292,4
71906022,1
101862214,2
100295451,1
92733237,3
21273252,1
81913114,3
24808229,4
41271639,2
81273564,1
13596240,6
35184196,2
92861247,3
61515509,1
39985467,1
2641841,3
3004587,2
2820323,4
15288481,6
89745264,15
38432781,5
61474810,1
6239945,4
65713892,3
22765271,8
33151264,2
49750317,1
8562364,1
57634848,4
12823525,2
24550004,1
60241314,3
95812338,3
73772341,1
50122697,3
38341608,5
54508631,2
23735013,1
109655806,1
49998825,2
77508752,1
44290003,1
9172490,1
89302625,1
20819509,6
55133344,16
6255156,2
8890956,1
27304018,2
24450077,4
56824442,4
28342701,1
79962476,1
47554239,8
59932863,2
69651958,3
45723782,6
2194518,1
74880394,2
5370894,4
23142494,2
6154798,2
23761350,1
66384372,3
35444524,5
94926246,14
39025079,8
1607694,1
52575439,41
96437647,2
37584882,6
87314707,1
73318441,2
8425571,1
78357929,2
65230367,8
64268743,7
50442101,69
35360880,3
1607256,3
1426746,1
63102687,6
37307091,5
8504476,5
5546676,2
77549089,5
32880479,1
87835024,1
50385079,1
96395891,5
61910118,11
3201501,6
70408069,2
56011412,4
42525585,3
57091114,2
44198381,4
39507662,5
82722434,3
70239084,1
7325963,2
31231366,5
18791579,2
50486307,13
27872432,29
23854905,4
105420054,1
19081494,41
27899094,3
104230152,5
44390797,6
49116923,3
29809141,1
64926270,5
41735469,1
35185456,1
84267729,1
32019275,3
37982850,2
47952342,1
5107970,1
16484875,2
85496832,1
15516203,1
21635559,3
27935774,77
56295746,1
1622771,3
34088645,4
109462720,2
79110893,20
60288887,6
1095206,4
9850121,2
44297946,19
71498879,1
713456,3
41033583,7
46466501,2
70434285,2
45427332,6
19194013,1
60206785,1
32697514,3
80311845,1
103979259,2
7006038,7
27702569,4
10729122,5
31899316,1
44077687,2
22694209,5
49664589,4
4867469,3
19272589,2
88969903,4
3378861,1
93473020,14
77419290,21
51073916,1
84512187,5
46037638,3
32958361,1
43566992,11
30437098,5
79360836,2
94229142,2
48634504,4
59791217,4
102006836,5
54479040,5
65609649,5
54295228,4
58130796,5
92591694,16
18969381,1
33584596,1
23880313,1
14186170,2
28567717,4
53486171,4
641775,3
103824,1
27117888,7
50848242,4
8830629,1
43038283,5
43642567,4
2871989,1
76258346,11
1443657,17
103295233,3
74068148,1
55419170,8
21174942,4
14095129,4
3152318,4
79045990,4
92445891,1
42891615,3
22922521,6
17475737,2
59866010,3
47715706,2
50371746,1
69250609,3
64187233,5
87635801,5
43998329,11
43931708,5
83481338,14
35214618,4
50573795,1
31695159,5
59503092,7
64618485,4
18461134,3
104374973,2
72955291,4
49086508,4
56488258,4
35468905,3
45436030,7
44214195,15
27934037,2
64778100,2
58791746,1
56510610,1
33875928,1
50830429,1
71755797,4
53120812,2
47631235,17
21604467,17
42610159,3
79590847,1
20199190,6
67674325,2
19002606,4
26851287,6
58271135,1
37718095,9
30968612,1
27931563,2
55332188,3
48071432,5
27810421,6
5588144,6
20447331,5
46424067,6
94355470,4
41224078,3
84104305,1
25928259,8
33933404,4
64734282,2
77239212,2
20594344,10
2866519,5
58354360,2
24768080,2
72728631,117
26138741,4
22575790,2
11957682,5
60274874,1
19320293,1
42744554,1
57346602,2
44434513,2
31771869,10
90134367,2
56536760,11
84930089,15
56114193,5
61071789,4
44436420,5
17334031,9
8709269,1
12888896,3
48828154,2
42304854,39
26244059,2
32263194,6
58819724,3
6007189,1
23889347,6
32734555,2
1427138,9
17382930,2
16036149,3
92653328,3
39025354,2
26765739,2
77620901,4
56517265,4
38868569,4
5019527,1
24396664,1
56075556,4
23311795,6
38070417,1
16697151,6
74706773,2
65118847,2
81538308,4
54775219,8
37215801,10
72257607,4
67438242,2
41546686,2
19475516,4
57344167,3
42339552,1
51473857,7
84101527,3
21503593,1
46236924,4
28988507,3
51820726,2
83930117,2
90882082,1
29261165,4
76033584,3
33511171,1
86837687,1
17694694,1
21195529,3
99483260,2
65458337,1
15060947,2
31386084,41
41997867,3
31629169,1
2872237,9
97421659,2
22074379,5
63420709,5
39839260,10
31264338,4
96711540,5
84930801,2
97068832,2
55770120,4
92323981,1
11587797,1
33746993,2
95009721,4
23713134,5
641924,4
27930557,3
2780896,1
2871987,1
66951685,2
7732140,3
22436326,2
49629662,2
28194500,3
35294302,1
28957365,1
23369691,5
48335056,5
61315772,1
36727871,2
32309351,2
54550273,48
29691382,1
11522872,5
55814075,2
96892322,3
