repo_id,num_stars,num_gfi
35134,3374,0
20902395,3377,0
3280997,3377,0
15548,3381,0
13021,3382,0
6045,3392,0
8871,3393,0
4873,3394,0
11854803,3395,0
8964129,3397,0
18115030,3411,0
8009398,3412,0
5370926,3417,0
8255972,3417,0
23034,3423,0
39474,3423,0
21153789,3426,0
17802,3438,0
6490831,3438,0
101238,3444,0
7150069,3444,0
3391969,3450,0
42512,3452,0
8804952,3452,0
1282,3456,0
2975,3456,0
6567990,3473,0
125395,3474,0
1842,3481,0
24569,3482,0
7372037,3483,0
4371013,3510,102
24177305,3511,0
17354,3513,0
18143,3513,0
25677,3515,0
7034894,3521,6
32453,3521,0
15845303,3525,0
10039226,3526,34
11019,3530,0
11750714,3539,0
17251056,3542,0
2157,3549,0
22042237,3549,0
163875,3550,0
839476,3550,0
8945119,3554,0
10537914,3556,0
17466160,3557,0
14300352,3557,0
6694533,3557,0
6253397,3563,0
6992905,3567,0
4720390,3578,5
1416338,3580,0
4068,3582,80
39059,3582,0
98973,3586,0
8350684,3589,0
17735,3590,0
29914,3593,0
34693,3601,0
7485579,3602,0
13335767,3603,0
6988998,3605,0
65941,3608,0
29527,3611,0
7941722,3615,18
25656386,3615,0
22206580,3630,0
11254,3632,0
9817095,3634,0
26322,3640,0
1331862,3645,0
6489,3646,0
3499960,3649,0
15821416,3651,0
968984,3652,0
28473,3655,0
1420021,3663,1
931310,3667,0
243431,3668,0
161036,3670,0
5008,3671,0
22092731,3674,0
2560,3676,0
26040811,3679,0
4055917,3682,0
20374,3685,0
22048045,3686,0
2857,3691,0
25985095,3691,0
25963,3695,0
16310355,3695,0
2367496,3695,0
449779,3700,0
106864,3702,0
5216326,3704,133
10438022,3704,0
11469777,3704,0
19853249,3712,0
40412,3713,0
183598,3717,0
6178378,3721,26
2802308,3723,0
12222055,3724,0
12132,3726,0
25006,3737,0
27766,3741,0
11673022,3744,0
2184,3745,2
29501215,3748,0
15076175,3753,0
367,3755,0
6653229,3763,0
13426463,3768,0
3929177,3769,0
54695,3776,0
139262,3778,0
9732013,3780,0
5980,3784,0
18825,3787,0
958892,3791,0
7001356,3795,0
90216,3804,0
11354,3806,0
1001578,3807,50
17387028,3813,0
21542990,3815,0
1227,3820,0
5220347,3822,0
12491295,3823,0
19488061,3825,0
4102215,3826,0
29253,3829,52
7657266,3831,11
28054,3834,0
5420628,3837,0
36413,3842,0
9861,3846,0
72497,3849,0
113629,3849,0
7025247,3862,0
19479433,3863,0
4563307,3868,0
27629,3874,0
10469223,3877,0
6883,3882,0
121755,3884,0
20519,3890,0
8342186,3894,0
149843,3898,1
1443050,3902,0
4314311,3907,0
4885493,3909,0
12813026,3911,0
23169,3917,0
68597,3918,0
5267355,3920,0
7982,3927,0
126780,3933,0
22807,3937,0
2696876,3941,15
7653971,3948,8
1434458,3952,0
231,3958,8
85362,3962,0
25818108,3968,0
13461821,3971,0
26728,3971,0
3168596,3972,0
592471,3972,0
6252549,3973,0
55,3975,0
21276,3976,0
11387,3982,0
775774,3983,3
20096264,3984,0
12336827,3986,0
10237904,3986,0
26108120,3988,0
6149,3991,0
1528221,3994,0
3806812,4001,0
78029,4002,0
27092515,4003,0
71,4005,0
27710429,4006,0
87033,4008,0
5591439,4009,0
25946909,4012,0
3777,4013,1
10628625,4016,0
206279,4026,0
8102542,4026,0
13593381,4026,0
35155,4029,0
18122786,4030,0
20337473,4031,0
25173953,4032,0
1735275,4035,0
29173640,4039,0
26511493,4045,0
13762,4048,0
17530,4049,0
18351,4053,0
2067,4053,0
3635801,4056,0
21122,4056,0
20051,4057,0
19589092,4067,0
21608473,4067,0
13340928,4072,0
3125388,4080,0
10412281,4084,0
5335395,4088,0
16766337,4089,0
608,4089,1
15215,4095,0
1953978,4102,31
11451344,4104,0
14122593,4114,0
20138,4116,0
23052,4117,19
22043131,4121,0
1749436,4124,0
19185,4125,0
22184029,4125,0
3164203,4127,0
12211732,4127,0
1386,4129,0
10679,4134,0
12813154,4136,0
7803,4144,0
128055892,4152,4
10280058,4157,0
3304945,4165,0
9614935,4169,1
10296,4170,0
18530655,4170,0
5142,4171,25
16575013,4174,0
5889,4177,0
4297009,4178,0
8566,4180,0
17855972,4185,0
20601288,4186,0
9384,4189,65
9450327,4189,0
25282303,4189,0
4203,4190,0
2776,4193,0
11806054,4197,0
11876664,4201,0
22029287,4208,0
7562587,4213,0
23598943,4213,0
9042228,4213,0
21898406,4216,0
17421504,4222,0
14707585,4224,0
267105,4229,0
16618,4230,0
8308350,4232,0
2841644,4233,3
26591,4240,0
200146,4254,0
7364862,4256,0
29057,4258,0
13626659,4258,0
17676883,4259,0
19073614,4259,0
22044365,4265,0
209373,4267,0
14227639,4270,0
8284812,4274,0
26361,4276,0
491436,4291,0
17645532,4291,64
696102,4292,0
7394527,4293,0
5049971,4295,0
1457347,4296,0
89634851,4296,0
131110,4299,0
24917798,4303,0
8449086,4306,2
4909,4306,0
1565,4317,0
29522,4333,0
22043615,4337,1
12049,4338,0
5767,4364,0
17999809,4367,0
1037420,4377,0
20886902,4384,0
9349662,4384,0
2604933,4390,0
1969213,4395,0
13255,4395,0
18219363,4396,0
8837904,4401,0
9682053,4401,0
50301,4413,0
1526285,4413,4
8544496,4416,0
1933719,4417,0
138791,4417,0
11578477,4430,0
13069452,4431,0
18186213,4439,0
2916055,4446,0
21608,4451,0
16389458,4455,0
24203553,4457,0
10957348,4472,0
13534407,4473,0
13153910,4476,0
3637549,4477,0
12603,4478,0
19593,4479,0
5035451,4483,0
3364545,4487,0
9766644,4487,0
10521722,4493,0
2752178,4495,0
3521399,4499,0
168,4499,0
11206387,4506,0
7212462,4506,0
12433130,4516,0
16792234,4518,2
6993975,4523,0
10084678,4528,0
24136388,4532,13
75598,4537,0
16792845,4539,0
11011866,4549,0
21971064,4558,0
173433,4561,0
29890,4568,3
1480937,4573,0
28857969,4573,0
8643285,4601,0
16247,4604,0
13336077,4606,0
24921644,4608,0
11740562,4610,0
8765,4615,0
12600482,4625,0
7694902,4625,0
6758820,4638,0
1710214,4643,1
34342,4645,0
7528,4646,0
13608843,4650,0
10222861,4654,0
16351327,4654,0
62315,4668,0
3649407,4669,0
14517024,4678,0
25991,4683,20
10135937,4683,0
6015719,4683,0
588,4686,0
24444,4700,117
18236982,4706,0
30928,4711,0
5522468,4718,0
14794450,4720,0
1362806,4722,0
27729263,4722,0
22031163,4731,39
5042636,4742,0
10192171,4742,0
15500909,4744,0
12455,4748,33
7933,4748,0
4911,4752,0
4270248,4754,0
15919481,4756,15
3142597,4759,0
2093,4764,16
33565,4769,0
1500988,4774,1
3825551,4778,25
8202207,4779,0
20881107,4781,0
16792189,4781,0
1554,4786,18
26138121,4787,0
17188864,4787,0
5245,4792,0
7921108,4793,0
3960711,4801,0
3545,4804,0
29123233,4804,0
1350237,4806,0
10947458,4832,0
1345807,4834,0
14480973,4843,0
5534142,4847,0
3446481,4858,0
25814105,4860,0
38701,4863,0
1356204,4869,43
30738,4872,0
29352245,4875,0
5209373,4879,0
6075528,4885,0
793139,4888,43
89278,4888,0
11702192,4889,0
11537087,4899,0
12212528,4901,0
26125578,4902,0
344,4902,0
8939434,4906,0
24919055,4907,0
11665863,4909,0
11159409,4915,0
1438441,4915,0
2561674,4918,0
16513025,4923,0
8580389,4924,0
10063334,4927,0
1845441,4927,7
3031,4937,9
27471,4943,0
10140572,4946,0
4300008,4954,0
5693,4957,0
10912,4958,0
7173222,4959,0
6075,4966,0
6241,4971,0
6192576,4973,0
10882881,4975,0
26166110,4976,1
2995762,4978,0
1743,4979,0
22057494,4981,0
9197332,4983,0
2045,4986,0
11600,4988,0
10310416,4991,0
9925226,4994,0
12742227,4996,1
47034,4997,0
14719391,5002,0
30222,5004,0
3814375,5005,0
11124,5006,0
2760463,5009,0
19719314,5010,0
35902,5011,0
9697927,5015,0
14294826,5016,14
11854349,5022,0
27393415,5025,0
13382901,5026,0
755495,5027,0
8459142,5029,0
8204377,5030,0
17770132,5030,0
10972,5044,0
24999385,5053,0
3044523,5054,0
4043887,5059,0
22198050,5063,0
11170476,5065,0
7976200,5068,0
2344415,5075,0
6146926,5080,0
5410,5084,0
5162,5099,0
3368849,5099,0
123425395,5102,0
19911836,5105,134
36640,5105,0
16609427,5106,7
22046921,5108,0
18441086,5111,0
3749766,5115,0
366192,5120,0
21244239,5124,0
12617548,5135,0
12656723,5136,0
11585218,5142,0
202383,5143,0
12221068,5145,0
1372028,5146,0
6396057,5151,0
13118547,5153,0
9509377,5155,0
3264,5157,0
17962275,5167,0
6035271,5169,0
4395431,5171,0
13537680,5174,0
4484746,5178,0
20450716,5180,0
8304,5184,0
13360818,5184,0
20668,5185,0
6312005,5186,1
18064534,5189,0
16273814,5193,86
12666890,5196,0
900,5201,0
7178,5209,0
15082681,5212,0
25866253,5212,0
6276091,5217,0
8923565,5239,5
13721,5240,0
16137647,5245,0
52426723,5254,0
21361829,5258,0
12555179,5261,0
17277,5270,0
25813263,5280,0
15435558,5284,0
21095166,5285,0
6254482,5286,0
2826050,5292,0
11638,5303,114
7345298,5311,0
13435473,5320,0
174642,5328,29
1042872,5329,0
2257593,5331,0
7570729,5334,0
18156305,5334,0
10394777,5336,0
6830,5337,25
205522,5340,0
21571,5348,0
1263208,5349,0
1091,5351,0
22044797,5355,0
200892,5362,0
738725,5362,0
3631279,5374,0
24157653,5375,0
7641,5379,0
19189656,5381,0
1588421,5385,0
5214643,5388,0
81335,5391,0
200865,5392,0
158949,5396,0
2384294,5402,0
9393242,5410,0
26535,5416,0
1717,5422,0
7231843,5424,1
5160353,5424,0
84149,5433,0
801441,5434,0
119372,5438,0
5057272,5441,5
4714616,5444,0
8206542,5449,0
11097989,5451,0
3293797,5453,0
3828093,5457,0
26688,5458,0
16552696,5463,0
274,5473,0
516195,5474,0
8818018,5475,7
13981,5485,0
18428995,5513,2
27393615,5528,0
21170493,5531,137
38366,5534,11
17404142,5534,0
8530710,5535,0
16729,5539,11
17147581,5540,25
20616039,5545,0
9104065,5551,0
3572704,5553,0
14138252,5576,0
6328765,5585,0
7297388,5587,0
9419,5588,0
13447331,5590,0
10898284,5590,0
19,5592,0
4491899,5593,0
18781026,5594,0
32023,5597,0
10103538,5598,0
4594792,5619,0
45433,5623,0
18196222,5624,0
2598645,5625,0
9528425,5626,0
17886339,5633,0
16782015,5639,0
16820,5640,0
3529137,5649,0
1530881,5650,0
13633412,5656,0
14284596,5659,0
14296081,5661,0
4950150,5662,0
9979642,5669,0
1970524,5669,0
18786404,5673,0
14230337,5674,0
5604899,5683,0
9626384,5684,0
639368,5685,0
1773970,5689,0
43671,5691,0
36943,5698,42
21330312,5701,0
4123965,5711,0
9140398,5712,0
6699359,5713,0
23569,5714,3
7691517,5715,0
1356110,5717,0
1430096,5733,0
12607795,5751,0
7001,5771,0
2727,5780,0
5402577,5781,0
2252771,5781,0
3759006,5786,0
4998659,5793,0
22528,5799,0
33523,5804,0
391903,5806,0
34,5810,0
27142,5821,45
3784912,5823,0
8776028,5832,0
7266,5834,16
9894505,5850,0
19565452,5859,0
20839830,5861,12
13127,5864,0
20837953,5873,0
5842750,5885,2
16554832,5904,0
8592995,5912,11
7058,5917,1
22095642,5922,0
46368,5952,0
3879861,5958,0
171390,5962,0
766,5975,0
4784541,5977,0
2344,5991,0
19797023,6006,21
13061306,6011,0
19093,6014,0
13754421,6020,0
8796303,6023,0
4652877,6030,0
13041777,6031,0
7703292,6032,0
26185,6038,0
5636078,6039,0
21209121,6047,0
13093035,6048,0
11989706,6053,0
8401700,6060,0
25445,6064,0
6434212,6071,0
13668163,6079,0
1386879,6080,0
16795177,6088,0
14825,6091,0
11610797,6101,0
17251363,6103,0
12187659,6104,0
10412,6106,0
4276991,6109,183
13159881,6109,0
14301706,6124,0
1028984,6130,0
28625357,6136,0
2244,6143,0
12279655,6143,0
1354207,6150,7
1340597,6151,0
310,6155,0
10495335,6156,0
12305915,6163,0
16827424,6164,1
20282,6165,0
26901327,6169,0
3475441,6178,69
12831,6180,0
10117832,6183,0
9868545,6188,0
847,6190,0
15444059,6196,0
14069317,6200,0
799,6213,0
20597272,6219,0
21187402,6227,0
13235,6230,0
18571,6232,0
17947867,6234,2
6075127,6245,0
9119930,6247,0
2601228,6248,0
31723,6259,33
3081764,6282,0
101854,6282,1
87806,6283,0
183,6307,0
857502,6307,0
21124647,6308,0
2260970,6308,0
17602888,6315,0
9793,6318,408
1030091,6332,0
18911,6337,0
12302,6350,8
10505,6352,0
6736272,6357,0
120682,6370,0
316,6387,0
15959342,6387,0
3406875,6395,0
22046843,6408,0
3215872,6411,0
15756,6411,0
8358699,6418,0
16325402,6419,0
18975714,6426,10
9289602,6428,200
18475,6432,0
25826264,6434,0
52321,6436,0
948188,6437,0
4304960,6437,0
7774,6438,0
71483,6441,0
21483441,6443,54
13981078,6444,0
22053028,6460,0
11825713,6461,0
11476784,6469,0
48110,6471,0
6205,6475,0
13521151,6489,0
11372864,6498,0
6712110,6501,0
15196846,6513,4
12718778,6514,0
17694,6534,0
28234260,6545,0
7033,6566,0
30369843,6571,0
9357044,6579,0
10230767,6583,42
2851222,6593,0
3482,6597,0
1911,6602,0
1366147,6608,0
14999882,6615,0
23551572,6619,0
9982829,6620,0
675,6626,0
25786233,6632,0
218710,6632,0
26190527,6633,0
11473240,6635,0
663065,6638,0
17865733,6643,0
2661,6653,0
3739051,6658,0
34741,6658,0
22053855,6662,0
10104856,6665,0
21311549,6668,0
10937937,6670,0
4735,6671,3
14292770,6684,0
1036,6692,0
16166,6701,0
190,6714,0
280535,6724,0
12582791,6762,0
3816,6762,0
15441396,6783,0
11322265,6785,0
181023,6788,12
45313,6794,0
1896,6797,0
29355231,6805,0
10832091,6810,0
8349120,6813,0
25901840,6828,0
7656900,6833,0
52992,6837,0
13337190,6844,1
5741726,6847,0
18773197,6852,0
209296,6861,0
12738107,6875,0
15513,6879,0
29304481,6883,0
20931597,6898,1
4569791,6906,0
55877825,6915,0
27392494,6915,0
3786656,6943,0
6372323,6978,0
9570005,6982,0
24397,6984,6
1651970,7001,1
8380797,7001,0
21959,7013,0
10926776,7015,0
5696,7016,0
10464490,7021,0
18043005,7027,13
27329,7029,0
8743391,7039,0
6947,7046,0
10325993,7051,0
25910132,7060,0
295,7061,0
29930884,7062,0
17302013,7064,27
10630786,7068,0
151229,7075,0
118,7089,0
7751311,7089,0
22072113,7098,0
1370924,7101,0
3134642,7109,0
14550,7164,0
7049205,7173,0
26162616,7198,0
10502,7214,97
10664358,7224,0
2401584,7231,0
3226675,7252,0
26784969,7278,0
1964790,7283,0
977,7299,0
11121205,7302,0
9908329,7323,0
56136,7326,0
22042395,7356,0
18795,7356,0
26476888,7361,0
118137,7376,0
767301,7381,0
21274,7384,0
24158194,7394,82
10191372,7404,0
1372,7416,3
17861278,7422,0
15704905,7428,0
57334313,7438,15
15637163,7439,0
6946390,7444,0
22841,7445,0
36374,7463,0
1465,7489,0
6488172,7491,1
6584,7501,0
5874,7502,0
857627,7506,0
971750,7515,0
7776438,7534,0
23834,7566,0
12500376,7581,0
20684770,7593,0
29172,7608,0
524804,7608,0
8540,7611,0
30465897,7623,0
13335590,7650,0
16537,7657,0
20743223,7661,0
8497,7670,0
40916741,7670,0
30166152,7679,0
3936540,7682,0
19342324,7687,0
11007523,7688,0
19007344,7691,0
1393572,7695,0
4060126,7699,0
26209,7701,0
6301,7706,22
12885,7711,0
36129,7714,0
26148826,7720,0
5282855,7728,5
10312696,7742,0
18465311,7777,0
8184,7788,0
7035874,7788,0
581,7791,17
6848736,7801,0
694138,7803,0
13535939,7807,0
4763137,7817,0
40530,7835,0
14952,7838,0
5838603,7846,0
48626300,7867,0
12659542,7874,0
631244,7876,0
29670,7876,0
32310,7878,0
10518218,7890,0
11727010,7895,0
14826353,7899,0
22401266,7904,0
7183,7907,0
15000245,7915,0
11821,7916,0
15791422,7918,0
15841,7920,0
2888,7926,0
9049071,7935,0
13340004,7940,0
24828418,7942,0
24278680,7956,0
29,7970,13
7930081,8012,0
27194,8014,0
49233685,8055,0
421434,8062,0
22059760,8072,0
25822,8084,0
18045,8091,0
17729147,8093,0
23203,8110,43
180018,8122,0
11634539,8125,0
28401052,8138,0
1912872,8184,0
683351,8209,38
1285,8222,0
11194371,8250,0
21575067,8252,0
411,8262,0
902679,8264,0
18162315,8265,0
7025061,8267,0
15554578,8267,0
8806737,8269,0
1900277,8277,0
3796031,8280,0
11511,8300,0
11672,8310,0
21752,8324,0
1394906,8325,85
147,8330,0
20893537,8335,0
891091,8342,0
10146,8347,0
24888,8352,0
862,8377,0
19230847,8380,0
9792229,8388,0
934,8389,0
10476134,8424,0
24143180,8440,0
6278048,8445,0
921189,8445,0
6143269,8458,0
10642813,8473,0
29148918,8489,0
6325605,8528,0
23703003,8539,0
25725,8540,0
10657480,8542,0
11428873,8550,0
2909125,8569,0
22043388,8581,0
1597230,8586,0
30893902,8601,23
20235,8601,0
55219,8611,0
4723369,8614,0
3746639,8619,0
27701,8630,0
20271797,8640,0
7562963,8660,0
21934884,8671,0
24303626,8673,0
31637091,8684,0
6258588,8688,0
17954742,8708,3
32573154,8717,0
6072,8718,0
11830003,8719,0
62973,8721,0
26275233,8722,0
12579794,8735,3
7197777,8741,0
6636898,8745,4
30155281,8753,0
40964011,8772,0
28540548,8794,0
3346024,8807,0
3217567,8814,10
4482398,8814,0
36713,8814,0
16948090,8818,0
6023628,8823,0
558679,8835,0
9164060,8840,0
2007,8846,0
12712713,8847,0
13631210,8878,4
61075,8895,0
14807988,8914,0
12666384,8920,0
5533782,8942,0
11450,8942,0
33584352,8952,0
27943905,8955,0
2309756,8959,0
2909122,8961,0
537036,8964,0
3045,8977,0
24136525,8994,7
30529755,9015,0
4537328,9019,0
1361727,9021,0
22058259,9028,2
7949,9032,0
11494393,9041,0
14897549,9043,0
18893127,9048,0
52062484,9049,0
908642,9055,0
4986,9074,0
3656,9085,2
7826,9113,0
15962985,9132,0
8160874,9138,0
3714,9142,0
11808128,9175,0
3815119,9181,0
3128083,9187,9
14660968,9198,0
718118,9199,0
5435325,9235,0
1961397,9259,0
8117156,9266,0
4472440,9271,13
20666911,9285,0
10200435,9285,0
27693,9289,0
3085,9295,2
13601600,9300,0
22214017,9315,1
7770,9316,25
14609176,9335,0
6276214,9351,48
16415055,9361,0
64978016,9368,3
17296591,9379,141
20809368,9386,0
4851809,9425,0
14758742,9453,0
20857922,9465,0
4655050,9480,0
4003655,9483,0
2302971,9485,0
1711636,9489,0
17384,9517,0
16523249,9532,0
30125644,9586,0
2249947,9612,24
23710602,9636,2
1799,9637,0
687922,9641,31
9316,9668,0
22041498,9682,0
22224104,9701,0
2281,9720,1
10277858,9727,0
17664785,9738,0
7216824,9748,0
2254769,9751,1
2719,9753,0
2717829,9764,0
34207266,9768,0
1972576,9773,0
5062667,9775,0
5846748,9777,0
10873458,9777,0
12224410,9781,0
9570147,9783,2
23599187,9786,10
24139115,9786,1
18869596,9789,0
1395695,9849,0
13335799,9850,0
7753732,9866,0
18022219,9867,7
3770252,9889,0
7537,9891,79
8127,9927,105
5271444,9929,0
12752080,9932,33
10815238,9938,0
1742,9966,0
5856434,9973,0
5022,9982,49
3070,9987,0
5754,10025,5
9808205,10025,0
11851,10029,0
26260360,10051,0
31322879,10060,67
8932041,10098,20
12776408,10100,0
30508301,10102,6
12923,10105,0
5230,10112,0
28602026,10123,0
9570828,10134,13
22059069,10135,0
11136338,10142,0
13444836,10148,0
13424293,10171,74
15601873,10173,0
28009,10204,0
3430,10235,0
7590868,10243,0
7211958,10301,37
21164391,10325,3
7123271,10342,0
23600889,10360,0
10997213,10370,0
20429,10383,0
22041839,10410,0
1353232,10419,0
9510870,10447,0
13574414,10452,0
13335031,10460,0
21932372,10469,0
26047131,10486,202
23560871,10509,0
37617757,10537,6
20830713,10544,0
15915189,10568,4
12682853,10569,6
14098,10581,890
17797320,10586,0
9427,10597,5
12974885,10602,0
23364400,10617,0
5561740,10677,0
21420256,10708,2
5209,10713,0
10999783,10717,0
10045,10719,18
16356,10731,0
4095,10737,64
536165,10743,0
21382248,10753,0
20161965,10753,0
12639184,10765,0
9789111,10787,8
3644,10797,0
19903,10800,0
10874647,10814,0
13566846,10835,0
2257240,10839,13
27281253,10846,0
4431925,10863,0
1142,10875,0
8975135,10881,0
14545279,10888,0
6013,10889,0
10425716,10917,0
15778405,10941,0
519,10942,0
11705644,10942,0
29550241,10943,0
6967282,10963,0
10804719,10973,6
42009,10991,0
10280345,10991,0
1999035,11032,0
5176747,11055,0
12143760,11095,0
1366503,11112,0
21613416,11156,0
3075805,11156,0
12578894,11157,0
20450796,11172,0
23238531,11188,3
12750637,11208,0
6151,11212,0
12732976,11220,0
2740299,11225,0
31519580,11227,0
13511109,11266,0
1434,11279,0
5800439,11306,23
8514,11354,0
8970646,11357,0
22105376,11364,0
9906217,11369,0
17380601,11383,0
26339258,11402,0
19626,11424,0
11595060,11454,0
16477419,11460,0
28563416,11474,0
20068777,11500,0
2284,11517,0
7431468,11527,1
11003743,11536,0
9422,11547,61
8992078,11552,0
8016,11588,0
11162094,11612,0
17753126,11655,0
10396186,11669,0
34388,11687,7
896266,11733,0
739410,11745,5
3103499,11761,0
75465,11792,0
