repo_id,num_issues
17795253,8742
18059067,8748
4371013,8802
10313339,8804
27712743,8872
17911207,8946
3516,8950
10912,8978
11750891,9003
6815,9018
5414190,9050
10394777,9072
143612,9086
2257240,9108
19010386,9318
30508301,9361
3207718,9578
4563494,9647
252,9688
7197777,9708
6705344,9715
27601818,9754
9427,9827
5768596,9844
18196222,9928
3795273,9969
12336827,10072
1227,10128
16351512,10154
2045,10172
174642,10235
6421472,10664
367,10720
15012233,10740
6026,10834
2989453,10860
177326,10898
3209,11124
20743223,11288
9422,11498
10070,11629
16273814,11670
11450,11759
55877825,11770
961,11773
10576004,11823
321869,11847
4765,11850
853,11971
15762,12119
1366147,12156
770,12180
34957,12193
7332776,12204
6437914,12282
14945138,12401
2122,12444
6824363,12452
417939,12560
7537,12732
2254769,12732
28032966,12794
8540,12802
10200435,12808
24203553,13233
9793,13390
181526,13429
1799,13450
26047131,13485
29,13532
9316,13587
14794450,13811
2558,13964
36943,14022
540,14056
1528221,14114
21426700,14366
2254383,14482
20281355,14660
10045,14686
20891188,14689
9510870,14832
392,14881
3912,14967
20796,15143
11619995,15240
6801328,15256
1545591,15266
3246,15548
30500617,15923
4594792,16156
4135,16592
158753,16610
23599187,16680
16356,16742
4952344,17049
5831963,17096
7212135,17173
9527814,17285
18659,17308
20096,17368
4068,17496
9626183,17543
7976200,17663
37,17712
2916055,17770
25991,17950
21170493,18050
18022219,18501
340,18626
2261072,20207
1348749,20235
1353232,20238
4095,20314
5455,20318
7704341,20356
17302013,20862
13721,21142
26245476,21194
11065419,21211
20861785,21255
181023,21292
528,21296
21382248,21312
31723,21604
2185,21612
3137,22546
11372864,23251
1350237,24342
23203,24387
84149,25434
2184,25466
8196280,25646
6013,27382
10998645,27416
5524547,27908
2281,27987
1992097,28184
5219,28348
8127,28598
4708601,28703
27329,29002
10039226,30238
12159636,30933
3905191,31574
10941284,31800
9706049,32421
864,32668
1920,33550
26108963,33685
202,35093
14477484,35785
15022227,35879
17302594,35910
524804,36093
17296591,36671
16827100,36960
1334,37188
7115486,37840
6,39118
20096264,39300
22041839,39388
6866209,40626
14098,42327
27261269,43762
581,44616
9570147,46380
1717,48164
3085,49122
15889688,49162
13465629,49350
29261651,50328
17991525,50400
1142,53931
28054298,56000
17694,56902
28557277,59118
1486,59324
634,64794
22091370,72304
13378441,74714
28947324,75010
20078281,86073
6093,96270
10313229,99030
3777,125648
