id,num_reference
43390729,62
21411265,216
32269643,8
86546589,24
54436078,11
2945046,7
16627830,6
45693921,66
61042901,9
107673939,14
16503982,10
8464300,1
33516603,37
16599560,4
79448926,6
25918694,10
11606467,4
38718098,11
6733241,4
31553713,3
8509110,5
42671648,10
92940816,41
56472281,7
85877973,4
27362167,6
63023063,27
70926025,3
7060677,3
50856780,11
23816658,9
39085102,5
12131506,24
34163566,5
2740326,16
83408800,4
3398874,4
71933792,11
3048169,3
80889313,10
18997311,12
62459683,14
62111512,4
11315924,6
62993045,6
49853933,48
41695248,4
66872008,7
1068854,52
33656112,3
26843319,4
57017621,5
32471550,3
85203490,68
10294676,3
2733141,9
60327379,36
20149441,6
18493221,51
33657429,6
57687784,4
67678646,10
641527,7
54431939,3
29714071,10
21816852,10
60495684,3
32377918,5
2960963,11
79662585,12
106376149,17
24059833,8
18385934,7
70041795,10
20235177,9
106711284,3
54398676,4
35900606,6
31451418,9
76984629,7
36555356,9
1193506,13
28862849,10
81122464,16
21574779,8
23260214,7
50756090,5
44408184,6
47363527,4
3219481,20
73233369,7
101830337,6
69777314,9
85494545,5
77776309,5
6435096,7
77459350,6
8782268,2
40706173,6
47069544,46
51167804,8
39460218,5
32536991,5
52694326,3
81631055,4
59602247,3
94089542,23
81826571,12
21579995,24
52332729,4
20905973,12
29220917,6
10848125,10
9990225,5
1605272,3
92594641,5
15901814,12
61687485,30
41880698,12
36626933,5
24380077,8
21871123,114
23783524,46
66142322,5
14665206,20
49295353,54
99434609,3
29431836,17
12450162,3
23716942,17
15385267,3
5647552,64
54991979,9
31189143,13
46444211,6
64296756,4
74342787,8
6601442,1
33053904,37
80148259,16
1870976,18
10554159,18
16865999,3
15457373,11
49012567,4
18987167,18
73698992,4
26478356,16
8494622,3
29209909,3
58837405,70
35382015,9
35047660,4
21873646,5
76295264,22
10543965,2
29487728,5
2465579,4
107170141,17
107561834,7
61474810,2
99207166,16
32311627,24
45641295,3
13596240,31
15594613,4
25075124,9
2883525,3
20907302,4
26511074,6
54492654,22
37954087,15
8771140,22
56061026,11
58213243,9
43771566,3
28945976,4
6239945,7
15254687,4
24187045,13
7280480,7
17372025,3
26716626,6
93175160,8
20097254,72
22577380,5
26651895,5
33900395,20
77406609,23
24365707,6
48442609,3
65442285,31
96488980,8
20764199,4
23824760,4
34043339,5
48415735,9
93010993,8
40499458,4
58574564,9
31989540,5
61847541,8
39985467,3
28999683,6
29411169,4
62718057,16
82255068,12
20060103,4
2041701,1
185292,11
71906022,8
44341152,5
9345004,12
18336612,5
26131271,10
100295451,8
67056790,8
25460947,3
55170743,5
8851566,3
791962,8
14597248,9
29735835,12
6749382,2
17777761,10
9167481,8
69180913,7
53496072,5
64806211,10
10468547,11
25857642,6
47100,8
88077845,14
69478870,5
51532837,5
713180,32
82790643,6
43455906,78
57113172,50
52135158,85
56161513,5
34257230,4
28814765,4
29105812,34
19966809,6
8454143,4
249457,3
40472983,5
9666498,4
94896836,13
34349008,23
713554,1
10853446,8
39328482,6
52094184,5
19074632,4
97796232,2
83181478,8
47329987,10
78698045,27
24030809,18
10920199,8
49615863,6
27344403,5
2667799,13
19088439,5
94965871,8
11487845,8
82690423,8
34315799,22
26921351,8
72762645,31
24952185,10
50944129,6
38630227,4
81332255,21
23180942,9
5616426,4
25093842,12
22157287,8
32489839,16
41399236,6
32663447,6
53107591,5
46627729,6
71761015,3
19355801,13
22858779,13
64593666,14
64071964,4
39503813,5
84420588,60
44155031,3
102363456,24
60149305,3
16368783,12
6124874,15
27192534,12
18501554,9
24323818,8
50520546,2
65460949,4
33844607,5
46634940,11
23915716,9
85464554,39
38032224,10
22941814,8
22464444,12
47610941,4
28804695,20
25895781,4
30538748,4
14597850,7
90553152,4
55167224,12
24677505,36
12190105,7
89385405,5
26875669,10
31412200,4
27970664,7
16512715,4
94104069,68
87136340,8
25391275,11
27067975,9
45992469,10
17439851,16
29132642,20
23128670,13
41527411,7
65770172,14
22632179,5
31619037,13
6855658,1
93136457,8
29655718,3
20077064,6
791855,3
71852721,9
22472649,19
716692,2
43593303,10
95720991,4
73937492,6
16228600,7
60267674,10
17228620,6
66385423,9
22579749,7
78894781,16
63894063,26
15791,21
36492008,5
28936788,151
81428762,9
73756212,7
69483339,6
21259782,11
23231816,13
59342817,22
8661162,8
37727815,4
58548593,21
52527653,30
26781942,9
32341161,6
50070238,12
26064743,9
41786858,9
65740695,13
31929295,34
33478410,18
33029622,12
56418934,2
12193553,10
51051736,19
32684253,6
21298219,8
44381372,6
97241395,3
60087688,17
39183929,6
21456249,3
32433189,3
16899326,23
45074620,36
76371459,26
16575514,47
58471397,18
28495829,8
3311575,3
7577725,5
1003455,6
35132198,12
33284818,8
68505182,11
87529004,6
66139302,12
77242847,10
13423666,114
20579115,5
64470916,24
34081923,12
47774859,6
46558146,60
54039580,160
71602161,17
58684884,3
17959790,20
33144756,12
2517246,1
46124860,15
38958860,7
14932346,9
8964910,7
19277198,2
16220529,4
25954125,11
33196775,6
3352725,2
86968972,9
74059419,9
35058935,6
33255420,4
15483816,9
22859840,10
1462906,19
40168800,104
38192642,75
95957155,6
65374648,15
22856640,4
9477247,1
16283241,8
17900242,6
1479043,1
11918003,20
62890698,9
28351200,3
104516620,5
18507620,6
31746235,8
53478046,9
44224913,28
57349915,14
76331185,10
54878258,10
11329593,3
2300203,8
49020737,4
16813076,5
54458232,8
88336947,5
39519122,3
12400372,6
3138743,1
83614568,90
20883884,4
13816558,4
106010048,3
31321115,11
86476955,19
80422159,50
10042039,1
53095116,7
3011963,9
85817279,8
713540,3
27610235,22
39335607,12
6708353,13
38043287,22
94109072,4
56511896,4
84457576,8
12062632,11
41298960,8
21862175,8
72518014,6
76588945,10
61164496,14
22261399,6
56073604,8
78768647,3
75251133,20
5430952,2
13252142,9
60141470,30
2077161,4
25768280,4
20296376,8
85043491,44
32117211,7
37457928,31
67366573,8
44652799,19
74353608,10
38266045,9
76569085,12
7263595,7
32436173,74
59908553,41
79593332,9
36578962,12
102976524,65
56338906,11
18468137,19
12869132,7
82415096,236
55195316,16
87850926,35
46078335,6
16601870,40
15424862,10
328805,2
15694120,4
84903057,14
6950394,1
10112459,5
35711202,6
23068412,4
9746311,3
6709983,1
56352414,12
21206966,9
10170459,7
17032898,54
16542722,13
5209320,76
8145702,16
75810856,19
57223897,12
31960059,3
70850332,28
96629083,9
15437679,60
84067122,6
41847964,47
45787658,8
10838544,5
95375,5
42775855,19
17441250,2
42263824,4
40785339,16
28682556,21
24834368,40
5802523,16
12109633,8
21130589,13
50921979,46
21538025,19
47873850,6
55714302,15
24590638,41
10551,2
49454546,10
22916154,11
48747967,12
713268,5
15924198,4
50579121,9
53628110,29
46195840,21
15845361,15
43924299,9
69909272,84
44375172,13
62137462,8
16768082,6
38055295,2
12672561,11
52170635,7
26839872,5
97798190,2
25185148,2
7638198,6
24090464,6
71972378,24
27618141,8
38047025,8
1628271,4
7712620,1
14596057,11
83343337,16
21302893,5
15126158,6
15002273,22
24296222,3
45877069,6
2450460,11
28468773,7
84046493,6
30001650,5
89091385,58
100053514,12
92057724,6
3085949,1
74961029,6
58306655,3
83908648,17
19694849,4
77004495,12
8076794,5
11826678,3
52185739,14
74729347,16
56655102,5
58994311,73
59296560,5
14227686,18
34398170,16
9181252,7
23878054,32
79114013,21
52521139,14
57781070,19
10255283,3
97421445,10
19802301,4
63059544,19
31632014,8
26739953,5
10875745,5
5752135,24
16599300,25
79514089,14
20167025,4
90255236,5
67870962,8
9124491,12
77505131,7
69654182,40
33059407,23
641774,26
9275609,3
45241913,6
83039114,17
25756465,9
33904185,9
34178913,4
47225456,18
15394324,10
6887989,18
80397129,4
84512205,10
60134194,12
95681340,8
98501656,39
77036573,3
15229337,2
20666841,41
25845010,10
17433871,24
86083959,13
55585547,6
96480159,14
65411863,9
74256198,2
65617074,5
68281969,15
25671393,3
43238352,12
25116071,7
41819745,33
49099547,7
68747421,3
109615610,9
36917585,7
69640552,3
67129960,7
25392260,4
7639035,14
67849754,17
40836580,42
12514233,4
48212765,6
18638900,3
12748570,4
7833211,9
46544049,12
7566864,8
94688066,20
99078025,5
61411577,4
58040205,6
15439136,54
66662571,12
24339736,28
11242580,5
36033777,2
88150366,4
60859057,10
8938434,1
38847034,6
19608440,15
28483925,7
66573633,23
103545617,5
713337,18
13819761,8
27874796,4
44278307,6
67017084,13
39066713,27
23519416,7
3022101,1
3498153,15
98614675,14
7573461,6
47645842,7
22648564,10
63837491,5
8858691,28
46262420,14
12236287,12
19938714,3
39458526,6
36737441,12
14306366,16
74848831,3
87175720,9
62536910,52
25417947,4
53064967,4
22031775,3
77190129,7
30490454,6
30839709,6
62163277,2
25522946,4
56495413,5
791368,8
15042326,11
27776590,10
42582976,13
47930127,4
28376994,5
100606475,15
73653134,4
39840464,8
8287479,2
37325068,9
65322816,17
14048378,6
39780446,4
51309736,11
26493122,4
25132978,4
14627246,56
15195724,10
19672766,2
78637672,3
59158538,54
63077291,4
5844102,3
18436283,7
21008838,13
1336567,1
21951733,7
47068523,604
108367420,8
40765347,14
41228741,66
65365283,4
5824296,9
17792589,8
16916585,24
71254348,7
97608072,5
21506282,13
94354896,8
45175765,8
20145104,6
9394684,1
4894004,2
89983973,5
24219084,6
67147992,10
89298082,5
89983942,3
13626361,6
14730309,8
46078582,4
4971312,141
21407218,18
61499471,9
31899316,16
11569697,10
19980506,4
81814969,22
33400222,9
44297946,28
1556859,1
42987269,7
52521092,4
105854172,6
67594956,6
31962043,10
2992749,3
85821840,20
1095206,11
23987225,20
23873114,10
10539791,6
44077687,8
6818449,6
22694209,54
1824523,4
49664589,13
45427332,76
58504852,3
46466501,9
26022699,10
81911325,4
67869746,17
80311845,8
72349127,36
103979259,10
7006038,20
73677354,13
60206785,3
32697514,80
38790491,14
34980320,26
19194013,5
59765598,5
95410722,4
19074318,16
22901118,6
70434285,8
35372192,17
17831511,10
73229293,20
93473020,51
77419290,32
33585149,15
51073916,7
91521968,7
31621839,32
3364533,4
47252621,4
88335389,21
12878342,5
33481672,13
76860542,5
88969903,11
45272354,45
99914243,17
38143888,4
105420054,7
47830511,20
13390025,10
13486388,4
103112,3
25817945,12
20899671,10
23854905,15
55117130,6
51384713,6
61821762,32
19248050,5
26041022,25
46968712,16
56295746,6
35708095,10
104230152,84
18811230,6
27899094,20
85704145,10
87864032,6
62265125,7
31660868,10
27101418,17
22044575,14
22733383,7
43678088,9
25783433,8
43141093,5
16484875,4
80711226,6
60501235,24
65122927,8
40081368,3
49116923,12
29809141,6
43954351,9
41735469,3
35185456,4
63623486,6
28397012,9
8724512,2
79110893,33
20346124,36
40499537,4
28462401,3
34029592,6
33936723,3
27762192,9
109462720,8
7404758,15
1165728,12
90199900,28
55574156,45
21200388,3
66536757,30
11379693,9
66583235,13
80671571,6
45933777,71
16612477,24
16355680,90
869329,22
37267443,5
37276110,8
77794491,2
50844423,34
77047427,35
75997595,3
62908558,9
40580733,6
28129184,24
61142519,10
39113249,7
21262844,5
24099863,7
7041394,1
22044965,9
59998799,13
61562278,8
14173948,4
33163400,10
34327885,12
66806062,7
5452746,11
98980503,13
7267845,5
97756559,5
35012817,4
19954307,9
42892730,17
72753285,7
95975263,21
65536173,13
11496152,15
32638890,4
34327502,9
791781,3
25378699,2
31931,1
77217704,3
10335563,1
44644362,25
19123535,4
72046271,6
32776561,5
3005530,1
84104167,7
24778782,11
50356903,5
45574571,4
63077955,9
9756500,3
62495604,23
641753,2
18789481,8
46642435,15
89520342,5
76040945,24
39222187,7
17798905,23
50573795,5
86903104,17
31695159,28
44552131,14
88799973,14
18918091,9
92445891,5
6331582,3
75400883,4
23095478,3
22922521,116
16730179,2
82624652,24
32623733,13
3152318,14
79045990,14
55850788,7
55419170,158
35058863,4
21174942,14
716668,34
44791189,8
49086508,19
34428512,4
2872230,8
34677542,8
59866010,36
75563716,16
29268786,8
102664429,8
10946168,4
63406097,8
48976258,6
25514919,9
49344344,9
92462469,14
26024243,3
3377246,2
12102719,5
10947657,3
62066018,15
15368232,4
38641629,6
6200126,18
70235390,11
8207781,17
56488258,14
17528990,12
42968100,7
37442201,10
23336030,5
5392489,1
28705929,18
33890273,100
47263813,52
50501858,4
74524790,9
65662231,13
16073984,8
75736475,16
11920504,6
45270913,20
79198545,8
26974224,3
46842754,6
18875489,28
23374708,4
61184694,6
58524796,19
73367068,15
37925116,29
81820442,16
9066117,4
70188096,12
65564681,11
49825858,9
1403313,3
65681761,48
100223963,31
65068959,22
26329272,6
18031447,9
38585430,24
58651001,31
21574397,122
32408838,5
87468004,26
33626629,13
19482187,3
97756673,7
70971332,7
83478172,7
11059847,2
52448413,9
44961833,4
15467251,90
51155256,7
44579653,17
32850091,10
52892983,4
72377182,26
25870794,12
13600466,5
71052611,3
42577918,4
26966917,6
97757315,5
51430972,5
32107659,13
59193618,48
36419947,11
61074966,20
7292911,5
64140173,9
58437354,5
100772926,12
23459973,3
19745943,15
99592572,6
72078526,7
17381327,10
28744477,9
34196555,7
26296869,4
16569506,9
26982280,7
103960002,3
47941659,7
70153914,16
31485146,7
14813745,4
2851429,2
104926065,17
713578,25
61632725,31
49863653,3
95094255,22
75407909,7
19300888,16
29904492,3
35678788,16
3136600,2
62376696,5
57414364,7
27248726,5
86524760,4
21362673,8
47906729,34
61157639,7
81143992,7
53946005,5
7649106,14
11314731,6
2364476,9
9025367,2
14176759,70
59192061,4
26152512,6
9233514,1
48614295,80
18737573,8
24935730,25
70214196,6
61192811,16
74606868,3
64415870,11
8816187,1
97617444,8
61901191,25
86477596,22
13901061,3
5163632,5
19966181,7
9177030,3
58216267,18
11301913,4
75478197,10
53614503,5
25074830,13
34080103,5
26093784,11
56215118,5
79037623,5
20196600,8
14377739,4
50266796,62
22626803,7
25600740,10
21878610,10
62948792,4
59571549,4
12130349,3
75208481,13
64631001,31
56703424,16
99375876,6
20198531,19
28463162,15
22904803,7
8906190,38
31724360,5
28541569,19
19974231,6
10046524,1
11157375,12
13004842,56
97755202,5
90113454,6
81357417,16
87066926,14
23210170,5
59739225,9
47689419,9
77538274,3
51792645,58
30901106,5
17670361,3
74210543,7
10395708,4
16773298,3
56927985,13
32915272,12
65162393,23
14122389,6
3069910,3
24202746,68
7269454,12
34056447,7
20853916,8
9335135,14
68380971,9
49705355,3
71552500,11
78520008,10
53125249,30
37583133,9
16325908,22
2342371,9
36502603,12
46084146,11
106386784,26
5935102,12
17433252,32
20600130,4
43408260,20
24155057,15
66191761,11
39643175,7
7510992,2
39168156,6
105286395,7
84150462,13
98737890,11
68472560,4
50785899,9
39783966,4
9420082,6
49445506,4
15937384,5
27702255,5
89408733,6
42636530,9
21826717,2
87586918,4
15384238,6
34158212,9
58821108,35
23550418,9
33817903,4
32348506,6
39675681,3
60549656,6
38480179,5
100513837,13
81347265,9
61410155,4
23145442,10
58499492,4
15634802,30
74128487,4
61028422,4
60479073,153
48005031,4
96119937,14
43495905,23
33591761,20
39087649,8
65598571,7
81005103,9
6374648,1
16454378,3
60247734,9
21822167,10
31545189,6
32477225,3
24826626,15
34556149,16
22295450,76
39180128,23
12285673,5
28653356,43
45273461,64
43819523,17
8454890,1
69012834,11
28861340,25
17434563,14
30289225,2
33303505,6
791869,3
16667944,5
28752986,7
42750078,10
10312606,7
3274653,2
44179444,6
37947679,10
100315209,8
44284202,8
34305103,8
77019884,4
99873575,4
63416590,14
102274155,6
88079494,10
28624058,14
60611117,3
25155405,7
84539102,70
54491113,26
60702728,4
5201270,2
89325548,5
31320340,6
43659880,2
5908216,26
28306900,3
22578192,10
21995274,125
71239803,13
54463022,26
22041326,4
11756715,16
59738260,5
91169008,4
69568257,3
60731298,6
58771374,5
84824979,5
32230287,19
12720763,6
38181703,9
98088902,8
5658943,2
64379239,6
641610,5
29665171,8
37633077,9
20245412,9
36925506,68
1512563,9
21315306,6
18681511,38
38666904,6
68664844,8
62141624,32
9209343,2
16252098,10
51411908,9
32866227,13
17624977,4
37552774,22
18827260,6
88057763,3
45351998,6
97055857,9
99710272,20
19586361,9
2871950,2
66624128,8
713457,6
79957863,8
24260032,14
86241315,11
24647716,2
37724162,11
18146750,30
3221502,21
25683315,7
74670462,6
1911534,2
1609117,9
44869886,12
20196488,15
32345363,3
4889141,16
25527588,5
80784252,6
36670417,7
39309907,11
11004133,7
46611895,11
34142590,66
8577775,40
44223232,15
54795487,10
20940829,7
93559593,5
25521826,6
39606468,6
87477624,11
28455435,8
75870625,8
43724548,21
60577275,4
38383335,6
105068871,14
2957020,8
70065586,5
20770604,11
41084458,8
31491794,30
60136989,29
52937630,55
93743116,13
28184711,9
53474291,71
52553841,7
52381126,15
19779658,2
102171772,56
14557697,11
21198128,2
10552752,2
791670,5
8740827,3
34215058,6
30960549,50
35743844,8
22533901,38
29908323,16
2866522,8
77512335,6
86165930,5
59744296,4
62115337,19
54061315,24
30451983,3
49315422,3
49032166,5
84872803,3
55874820,23
21795935,9
85964298,12
41367527,20
7100384,3
38991161,15
62226472,8
