id,num_devs,num_comments
84150462,4,4
42159610,4,17
31400319,4,8
52527653,5,12
44714918,7,14
93473020,7,14
25683315,4,5
61838896,3,3
33521272,2,3
2872354,6,28
89723115,8,11
19128374,14,22
2306213,3,5
69098724,2,2
50034136,5,9
15723771,2,3
34602361,1,3
73756212,3,3
93782399,3,4
1986178,3,7
2403868,34,46
3275901,3,45
35341835,7,17
28536149,9,13
34780587,3,4
83275406,3,4
32663447,2,2
33263293,14,41
42086016,1,3
94978271,7,12
79184213,3,6
2063729,4,6
32365453,5,50
46151436,3,3
53977160,7,18
2866521,2,6
52359325,27,122
34978702,3,4
37961966,5,15
192176,4,9
18598829,2,3
5844102,2,2
106505617,2,2
42671648,5,8
56049115,3,4
68371458,2,2
61088811,3,9
83845464,2,2
66161860,6,8
19091575,6,45
9025367,2,3
2090896,4,13
32015169,3,15
53090149,3,7
70153914,5,8
67448578,4,7
18918091,3,5
80473467,2,3
75207867,5,16
40168800,6,40
5191924,2,2
83714326,2,2
56277512,3,4
88473487,3,4
56618240,4,4
107170141,2,8
19703946,22,160
31264338,5,6
61661256,7,12
43109295,3,4
1158909,8,17
2872237,18,24
20534565,7,18
38976383,3,4
103509431,6,10
64593666,5,7
28640696,2,4
12278788,2,5
22247600,7,22
42619892,3,3
5300242,2,2
40222590,3,4
20486765,4,10
19352181,3,5
2277435,5,10
64641458,3,8
78768647,3,3
52980641,4,7
92205674,2,2
76214439,4,5
17038559,6,8
37954087,3,4
96892093,2,3
1489239,3,5
45439252,4,5
39379883,2,3
18940718,8,16
99594804,3,5
64423973,4,4
37458248,24,116
6121072,2,2
71254348,1,2
46642435,2,4
25523615,5,5
37511737,15,62
39751325,17,52
25928646,10,12
20097254,5,64
22074379,3,10
37554087,7,54
93878127,2,3
22210831,1,1
65298606,3,5
1846097,6,18
77592640,3,5
42958719,2,3
70448629,1,2
98968353,3,7
70359694,1,2
55902176,6,10
22360455,4,6
56511784,1,1
52023576,3,3
12610944,3,6
38505785,2,2
91501801,2,5
25505933,2,2
102171772,18,52
22533901,7,12
39184258,3,5
1962984,4,5
16341505,4,16
21678767,9,38
59193618,11,23
53761808,2,2
56537036,9,26
23337950,7,8
5351406,4,8
3021498,5,12
59566144,2,3
30176111,3,6
48996560,4,23
26955691,4,7
23703542,11,19
16252098,3,5
17433121,3,4
29926283,7,18
82108927,2,3
80605043,3,4
84267532,5,18
20849314,5,6
22626803,7,15
22901037,4,9
85043491,7,24
90290615,3,3
43304097,5,19
42665938,3,14
93958661,3,7
81496792,4,9
2871989,2,5
33467369,2,2
35742901,2,3
66403752,3,4
