id,gh_id,label,repo_id
44761774,8018,easy,853
98462130,15412,good first issue,864
105546972,15878,good first issue,864
70579419,12863,good first issue,864
36738094,8758,good first issue,864
56543200,11344,good first issue,864
60680114,11685,good first issue,864
59266588,11561,good first issue,864
68460810,12624,good first issue,864
33155051,8202,good first issue,864
89285942,14699,good first issue,864
39948423,9195,good first issue,864
89325548,14702,good first issue,864
42448579,9564,good first issue,864
107450679,16000,good first issue,864
76986784,13519,good first issue,864
63066567,11949,good first issue,864
23502247,6941,good first issue,864
89876003,14732,good first issue,864
32866227,8160,good first issue,864
77512335,13553,good first issue,864
71755797,13006,good first issue,864
82832406,14134,good first issue,864
106286884,15925,good first issue,864
71672806,12995,good first issue,864
86659761,14482,good first issue,864
104801395,15816,good first issue,864
90550324,14792,good first issue,864
104906122,15823,good first issue,864
108456898,16055,good first issue,864
80224667,13829,good first issue,864
80052822,13810,good first issue,864
85681664,14394,good first issue,864
64678373,12199,good first issue,864
102164180,15648,good first issue,864
38181703,8953,good first issue,864
54222589,11004,good first issue,864
77758273,13579,good first issue,864
55736396,11218,good first issue,864
76986580,13518,good first issue,864
63095807,11955,good first issue,864
79484832,13748,good first issue,864
90811541,14814,good first issue,864
30234110,7883,good first issue,864
61710397,11788,good first issue,864
60210036,11631,good first issue,864
72614321,13103,good first issue,864
80473467,13873,good first issue,864
101920192,15624,good first issue,864
83811826,14216,good first issue,864
5588144,3171,good first issue,864
106583217,15940,good first issue,864
73653134,13213,good first issue,864
48192108,10269,good first issue,864
106033608,15910,good first issue,864
68012020,12574,good first issue,864
92167853,14917,good first issue,864
75360824,13363,good first issue,864
73863499,13231,good first issue,864
5588199,3172,good first issue,864
85500500,14378,good first issue,864
57736378,11449,good first issue,864
69141030,12691,good first issue,864
80058587,13813,good first issue,864
78415809,13620,good first issue,864
103533152,15731,good first issue,864
90549789,14791,good first issue,864
67366573,12500,good first issue,864
86073663,14438,good first issue,864
54491113,11033,good first issue,864
107017943,15958,good first issue,864
63652274,12067,good first issue,864
55906242,11243,good first issue,864
67409150,12505,good first issue,864
83366338,14173,good first issue,864
27589228,9721,up-for-grabs,937
23311063,9387,up-for-grabs,937
43209010,10441,up-for-grabs,937
18545893,8976,up-for-grabs,937
36495446,10153,up-for-grabs,937
25000084,9484,up-for-grabs,937
31931,2565,good first issue,961
71809608,11100,good first issue,961
37476036,9981,good first issue,961
109655806,11758,good first issue,961
36727221,9961,good first issue,961
61161419,10915,good first issue,961
84938832,11333,good first issue,961
61164496,10916,good first issue,961
95295986,11559,good first issue,961
9616335,5987,good first issue,961
61512721,10924,good first issue,961
83699668,11309,good first issue,961
84577586,11328,good first issue,961
109710182,11759,good first issue,961
95978386,11573,good first issue,961
25509129,9102,good first issue,961
83460508,11297,good first issue,961
35673024,9914,good first issue,961
109201893,11751,good first issue,961
85997234,11375,good first issue,961
61771000,10929,good first issue,961
87259973,11424,good first issue,961
87619474,11444,good first issue,961
86704630,11399,good first issue,961
9167445,5887,good first issue,961
29108108,9343,good first issue,961
77538274,11206,good first issue,961
86984225,11410,good first issue,961
70591345,11068,good first issue,961
27328082,9227,good first issue,961
60501235,10895,good first issue,961
36561719,2244,easy,1173
21542734,1487,easy,1173
32812357,2033,easy,1173
38991161,2374,easy,1173
45556854,2642,easy,1173
22325620,1521,easy,1173
36591220,2250,easy,1173
6807595,532,easy,1173
3104599,348,easy,1173
67755474,3143,good first issue,1173
26540486,1729,easy,1173
36626933,2255,easy,1173
10568883,823,easy,1173
50006840,2759,easy,1173
33159094,2056,easy,1173
34524608,2157,easy,1173
75870625,3282,good first issue,1173
37833195,2320,easy,1173
50207699,2766,easy,1173
7706942,615,easy,1173
60028,193,easy,1173
44418202,2574,easy,1173
9391304,740,easy,1173
8258994,671,easy,1173
67064398,3128,good first issue,1173
9990225,784,easy,1173
8071599,652,easy,1173
7608704,606,easy,1173
19761388,1347,good first issue,1173
65609649,3097,good first issue,1173
5546676,441,easy,1173
5422950,427,easy,1173
1803631,265,easy,1173
20630885,1417,easy,1173
37354698,2299,easy,1173
19001860,1309,easy,1173
23320353,1449,beginner,1182
58440037,1745,good first issue,1182
8890956,861,beginner,1182
15456874,1204,beginner,1182
13853082,1139,beginner,1182
20371696,1394,beginner,1182
13797306,1135,beginner,1182
4834382,578,beginner,1182
3303614,190,good first issue,1372
24201761,438,good first issue,1372
36828479,554,good first issue,1372
77815876,2846,good first issue,1529
49556985,2288,good first issue,1529
96830169,3051,good first issue,1529
43924299,2173,good first issue,1529
61241244,2570,good first issue,1529
96834598,3052,good first issue,1529
36923203,2882,low hanging fruit,1554
38548950,2984,low hanging fruit,1554
49291076,3822,low hanging fruit,1554
97292706,5647,low hanging fruit,1554
38634041,2993,low hanging fruit,1554
36737441,2852,low hanging fruit,1554
41486732,3251,low hanging fruit,1554
53961535,4052,low hanging fruit,1554
37198051,2904,low hanging fruit,1554
38135146,2959,low hanging fruit,1554
72951147,4769,good first issue,1554
75563716,4816,good first issue,1554
95803570,5557,low hanging fruit,1554
60068571,4318,low hanging fruit,1554
97167482,5640,low hanging fruit,1554
75563716,4816,low hanging fruit,1554
77115327,4862,low hanging fruit,1554
55714302,4119,low hanging fruit,1554
36620896,2841,low hanging fruit,1554
1187154,256,good first bug,1654
848428,199,good first bug,1654
49479670,11345,help wanted (easy),1920
47058,235,easy,2093
47224,77,easy,2093
46916,378,easy,2093
46918,376,easy,2093
47031,262,easy,2093
47116,179,easy,2093
47092,201,easy,2093
47071,222,easy,2093
47087,206,easy,2093
47119,176,easy,2093
47140,157,easy,2093
47100,195,easy,2093
47136,160,easy,2093
46981,312,easy,2093
47009,284,easy,2093
46985,308,easy,2093
6915113,126,good first issue,2156
48344309,637,good first issue,2156
80677253,21445,good first issue,2184
78681198,21092,good first issue,2184
90486822,7815,good first issue,2281
87987231,1487,good first issue,2968
40580733,1165,good first issue,2968
59498165,1357,good first issue,2968
75203890,715,up-for-grabs,3031
74835291,713,up-for-grabs,3031
77820373,730,up-for-grabs,3031
70214196,686,up-for-grabs,3031
94378559,834,up-for-grabs,3031
11872926,283,up-for-grabs,3031
93320055,827,up-for-grabs,3031
104552872,879,up-for-grabs,3031
71549682,694,up-for-grabs,3031
86582622,14601,good first issue,3085
93511818,15125,good first issue,3085
25066244,4703,good first issue,3231
97375362,7579,good first issue,3231
41646838,5732,good first issue,3231
59781822,6385,good first issue,3231
105806256,7802,good first issue,3231
21687651,3800,good first bug,3246
79195276,6877,good first bug,3246
63312764,5982,good first bug,3246
1111648,750,good first bug,3246
1111628,749,good first bug,3246
92163849,7639,good first bug,3246
24701380,3952,good first bug,3246
13711161,3040,good first bug,3246
45059581,4993,good first bug,3246
336965,168,good first bug,3246
64449295,6069,good first bug,3246
90690549,7567,good first bug,3246
337018,148,good first bug,3246
81814969,7022,good first bug,3246
25932175,4032,good first bug,3246
67141294,6258,good first bug,3246
11600678,2794,good first bug,3246
336520,292,good first bug,3246
74700622,6579,good first bug,3246
336950,174,good first bug,3246
4884678,1588,good first bug,3246
12522636,2932,good first bug,3246
11231462,2730,good first bug,3246
337410,21,good first bug,3246
82332988,7054,good first bug,3246
27183562,4086,good first bug,3246
20544526,3665,good first bug,3246
337035,139,good first bug,3246
11586582,2793,good first bug,3246
11518804,2777,good first bug,3246
85380874,7212,good first bug,3246
32619601,4375,good first bug,3246
19887310,3624,good first bug,3246
9723500,2435,good first bug,3246
59096793,5700,good first bug,3246
69436901,6346,good first bug,3246
31675643,4310,good first bug,3246
13559625,3031,good first bug,3246
11644992,2801,good first bug,3246
35708095,4522,good first bug,3246
88546597,7436,good first bug,3246
25546442,3994,good first bug,3246
25695198,4012,good first bug,3246
36290110,4552,good first bug,3246
70065586,6381,good first bug,3246
66088447,6186,good first bug,3246
64343120,6062,good first bug,3246
71727021,6452,good first bug,3246
23900781,3913,good first bug,3246
334612,20,good first bug,3246
68436770,6299,good first bug,3246
77019884,6733,good first bug,3246
336575,279,good first bug,3246
34805964,4473,good first bug,3246
91468992,7597,good first bug,3246
37553401,4604,good first bug,3246
71710184,6448,good first bug,3246
19553073,3596,good first bug,3246
10608213,2608,good first bug,3246
89530508,7494,good first bug,3246
20935570,3703,good first bug,3246
70589404,6418,good first bug,3246
31724360,4317,good first bug,3246
77406495,6754,good first bug,3246
334607,80,good first bug,3246
21736269,3777,good first bug,3246
14281882,1226,easy-pick,3656
5807235,686,easy-pick,3656
42376177,650,easy,3697
64105601,1099,easy,3697
42207908,639,easy,3697
56269199,1007,easy,3697
57133613,1016,easy,3697
23944732,11064,good-first-bug,3777
32850091,3954,beginner,4068
13758310,2324,beginner,4068
14918737,2547,beginner,4068
43608547,4483,beginner,4068
30778245,3829,beginner,4068
17377611,2868,beginner,4068
11329593,1937,beginner,4068
17670361,2043,beginner,4068
56058148,4784,beginner,4068
12779688,2169,beginner,4068
19716336,3118,beginner,4068
88150366,5386,beginner,4068
14231208,2437,beginner,4068
18877182,3037,beginner,4068
14136104,2418,beginner,4068
69609201,5099,beginner,4068
39612969,4293,beginner,4068
87104232,5377,beginner,4068
32862858,3956,beginner,4068
13721533,2318,beginner,4068
13751966,2319,beginner,4068
28671457,3728,beginner,4068
57528232,4800,beginner,4068
14186170,2431,beginner,4068
36571285,4158,beginner,4068
31746235,3885,beginner,4068
5198000,1043,beginner,4068
21690463,3324,beginner,4068
85108581,5332,beginner,4068
25547938,3576,beginner,4068
14048378,2360,beginner,4068
52584221,4712,beginner,4068
25890213,3591,beginner,4068
14251566,2149,beginner,4068
33403123,3976,beginner,4068
7269454,1487,beginner,4068
24155057,3479,beginner,4068
27685566,3501,beginner,4068
20426857,3207,beginner,4068
23880313,2142,beginner,4068
11315053,1933,beginner,4068
12743939,2129,beginner,4068
15760804,2635,beginner,4068
8503397,1615,beginner,4068
13810210,2332,beginner,4068
68182601,5078,beginner,4068
20101038,3159,beginner,4068
20671438,3246,beginner,4068
13600192,2153,beginner,4068
14287448,2446,beginner,4068
77155369,5229,beginner,4068
13753945,2323,beginner,4068
27970664,3702,beginner,4068
2231821,720,beginner,4068
51778167,4688,beginner,4068
53767252,4729,beginner,4068
17372891,2867,beginner,4068
48232192,4572,beginner,4068
14111349,2407,beginner,4068
11027567,1911,beginner,4068
886984,413,beginner,4068
5641399,1193,beginner,4068
15909751,2650,beginner,4068
35628660,4116,beginner,4068
17113021,2165,beginner,4068
95009721,5556,beginner,4068
5222282,1067,beginner,4068
30761417,3827,beginner,4068
86837687,5372,beginner,4068
5343957,1111,beginner,4068
31278438,3840,beginner,4068
12991303,2148,beginner,4068
2002830,619,beginner,4068
19610828,3156,beginner,4068
38920867,4259,beginner,4068
6042982,1261,beginner,4068
19609940,3162,beginner,4068
78292629,5242,beginner,4068
43141093,4463,beginner,4068
14197618,2434,beginner,4068
11136987,7408,low hanging fruit,4095
12024118,8001,low hanging fruit,4095
12232818,8117,low hanging fruit,4095
9976816,6696,low hanging fruit,4095
12794007,8438,low hanging fruit,4095
1376224,2544,low hanging fruit,4095
14027892,9080,low hanging fruit,4095
11469635,7640,low hanging fruit,4095
11537656,7686,low hanging fruit,4095
9612,2168,low hanging fruit,4095
13949118,9050,low hanging fruit,4095
14813745,9469,low hanging fruit,4095
11138464,7409,low hanging fruit,4095
15927205,10007,low hanging fruit,4095
10102135,6674,low hanging fruit,4095
12362882,7861,low hanging fruit,4095
14086537,9123,low hanging fruit,4095
103824,2426,low hanging fruit,4095
2155363,2974,low hanging fruit,4095
15034173,9579,low hanging fruit,4095
8648904,5834,low hanging fruit,4095
8648681,5833,low hanging fruit,4095
14206012,9170,low hanging fruit,4095
8736502,5905,low hanging fruit,4095
12739128,8365,low hanging fruit,4095
8666439,5856,low hanging fruit,4095
13349429,8632,low hanging fruit,4095
14778066,9447,low hanging fruit,4095
12562398,8285,low hanging fruit,4095
13514134,8708,low hanging fruit,4095
14665206,9391,low hanging fruit,4095
12431523,8225,low hanging fruit,4095
8773238,5935,low hanging fruit,4095
9581299,6483,low hanging fruit,4095
11157375,7421,low hanging fruit,4095
8647836,5829,low hanging fruit,4095
14565377,9356,low hanging fruit,4095
11349983,7536,low hanging fruit,4095
6514939,4538,low hanging fruit,4095
14272035,9214,low hanging fruit,4095
13678274,8890,low hanging fruit,4095
1609117,2663,low hanging fruit,4095
8773239,5935,low hanging fruit,4095
12480160,7863,low hanging fruit,4095
12870077,8470,low hanging fruit,4095
1726870,2716,low hanging fruit,4095
11453519,7632,low hanging fruit,4095
8665957,5854,low hanging fruit,4095
8793991,5945,low hanging fruit,4095
1181034,2449,low hanging fruit,4095
14561864,9354,low hanging fruit,4095
8690096,5877,low hanging fruit,4095
11486269,7651,low hanging fruit,4095
12758895,8424,low hanging fruit,4095
11496947,7663,low hanging fruit,4095
7649106,5229,low hanging fruit,4095
12099194,8041,low hanging fruit,4095
10102074,4916,low hanging fruit,4095
13364883,8615,low hanging fruit,4095
15213934,9659,low hanging fruit,4095
13252142,8571,low hanging fruit,4095
11487219,7652,low hanging fruit,4095
12477933,8237,low hanging fruit,4095
11445047,7629,low hanging fruit,4095
11469200,1424,up-for-grabs,4251
18663231,1589,up-for-grabs,4251
11325481,1415,up-for-grabs,4251
13312171,1488,up-for-grabs,4251
10294027,1347,up-for-grabs,4251
10738325,1386,up-for-grabs,4251
25787742,1717,up-for-grabs,4251
5872531,1073,up-for-grabs,4251
12548751,1458,up-for-grabs,4251
77377477,1997,up-for-grabs,4251
24812023,1693,up-for-grabs,4251
6027026,1079,up-for-grabs,4251
12389598,1451,up-for-grabs,4251
50228930,1853,up-for-grabs,4251
3306333,982,up-for-grabs,4251
48483390,1842,up-for-grabs,4251
9653283,1318,up-for-grabs,4251
12243862,1443,up-for-grabs,4251
11804310,1432,up-for-grabs,4251
12385662,1450,up-for-grabs,4251
11496152,1427,up-for-grabs,4251
12927557,1473,up-for-grabs,4251
13132963,1476,up-for-grabs,4251
12878342,1470,up-for-grabs,4251
22840815,1660,up-for-grabs,4251
10190669,1339,up-for-grabs,4251
5975893,1077,up-for-grabs,4251
6395731,1098,up-for-grabs,4251
20992504,162,beginner,4376
14172432,114,beginner,4376
45002182,238,beginner,4376
11391133,81,beginner,4376
13886502,106,beginner,4376
16799171,139,beginner,4376
13736475,94,beginner,4376
30791749,202,beginner,4376
48618556,255,beginner,4376
65003228,232,beginner,4376
43574683,235,beginner,4376
15969758,134,beginner,4376
21030938,164,beginner,4376
51430972,274,beginner,4376
30352239,197,beginner,4376
54669653,1687,good first issue,4735
58437354,1783,good first issue,4735
79710270,1985,good first issue,4735
791465,155,newbie,5022
791963,418,newbie,5022
1766019,493,newbie,5022
791611,324,newbie,5022
791486,111,newbie,5022
791453,199,newbie,5022
791835,122,newbie,5022
791922,34,newbie,5022
15744,396,newbie,5022
791420,272,newbie,5022
791374,351,newbie,5022
791876,85,newbie,5022
791869,92,newbie,5022
791362,377,newbie,5022
791732,205,newbie,5022
185935,367,newbie,5022
791806,145,newbie,5022
791797,158,newbie,5022
791426,260,newbie,5022
791915,44,newbie,5022
791627,308,newbie,5022
791855,104,newbie,5022
791377,345,newbie,5022
791872,89,newbie,5022
17135,393,newbie,5022
791787,166,newbie,5022
791410,297,newbie,5022
791619,317,newbie,5022
791372,355,newbie,5022
791364,372,newbie,5022
791368,359,newbie,5022
791378,343,newbie,5022
791781,169,newbie,5022
791490,62,newbie,5022
791379,342,newbie,5022
791384,331,newbie,5022
791848,109,newbie,5022
45194,362,newbie,5022
791369,358,newbie,5022
791363,373,newbie,5022
791866,95,newbie,5022
791670,267,newbie,5022
791578,334,newbie,5022
791462,168,newbie,5022
791930,25,newbie,5022
1766014,492,newbie,5022
791439,243,newbie,5022
791541,376,newbie,5022
791962,419,newbie,5022
26791894,229,good first issue,5076
48341131,296,good first issue,5076
53588189,309,good first issue,5076
55289886,310,good first issue,5076
50092897,301,good first issue,5076
61866661,318,good first issue,5076
72871025,2225,good first issue,5142
99403475,2863,good first issue,5142
62616975,2042,good first issue,5142
100090831,2877,good first issue,5142
68429591,2133,good first issue,5142
80377383,2531,good first issue,5142
70460372,2195,good first issue,5142
99391306,2862,good first issue,5142
80741697,2540,good first issue,5142
74692875,2292,good first issue,5142
81347265,2557,good first issue,5142
100079812,2876,good first issue,5142
98636060,2849,good first issue,5142
82408193,2585,good first issue,5142
67584837,2117,good first issue,5142
100219284,2886,good first issue,5142
68628528,2134,good first issue,5142
84137030,2613,good first issue,5142
75527919,2309,good first issue,5142
91224348,2741,good first issue,5142
85143196,2634,good first issue,5142
66004113,2090,good first issue,5142
96225108,2814,good first issue,5142
60961340,2011,easy,5142
82624652,2588,good first issue,5142
81319598,11814,easy,5219
713413,1328,easy,5219
44534617,8430,easy,5219
45272451,8546,easy,5219
716631,1404,easy,5219
2552272,2062,easy,5219
38585430,7751,easy,5219
7708535,2899,easy,5219
53056348,9401,easy,5219
7041394,2802,easy,5219
52740087,9345,easy,5219
42228993,8184,easy,5219
10335563,3425,easy,5219
24057587,5878,easy,5219
4880669,2417,easy,5219
22888227,5474,easy,5219
18308868,4755,easy,5219
2476866,2039,easy,5219
104321916,13609,easy,5219
22859840,5455,easy,5219
44148607,8361,easy,5219
713199,1217,easy,5219
52892983,9365,easy,5219
102334648,13508,easy,5219
13600466,3935,easy,5219
19745943,4944,easy,5219
37554896,7588,easy,5219
47554123,8735,easy,5219
7373732,2839,easy,5219
51421491,9178,easy,5219
2476746,2038,easy,5219
50465703,8979,easy,5219
28375835,6499,easy,5219
34668647,7140,easy,5219
55801161,9684,easy,5219
11587797,3661,easy,5219
84930801,12179,easy,5219
16837813,4524,easy,5219
70458914,10898,easy,5219
21475613,5229,easy,5219
19718655,4940,easy,5219
76934169,11332,easy,5219
36894522,6997,easy,5219
16633457,4465,easy,5219
73181123,11066,easy,5219
53137857,9417,easy,5219
105419595,13691,easy,5219
56288221,9739,easy,5219
17515737,4639,easy,5219
63734045,10393,easy,5219
39675681,7883,easy,5219
38480179,7733,easy,5219
63791464,10396,easy,5219
19184616,4883,easy,5219
29054938,6573,easy,5219
19302868,4896,easy,5219
44508531,8425,easy,5219
43480177,8287,easy,5219
3490493,2380,easy,5219
341064,1047,easy,5219
40892955,8028,easy,5219
104934308,13650,easy,5219
93000997,12815,easy,5219
53521507,9454,easy,5219
6255156,2645,easy,5219
713358,556,easy,5219
23607141,5751,easy,5219
16487300,4445,easy,5219
89660430,12580,easy,5219
10543965,3494,easy,5219
29431836,6601,easy,5219
2456070,2028,easy,5219
41199137,8070,easy,5219
713587,1139,easy,5219
18376,1346,easy,5219
7100384,2819,easy,5219
33726782,6955,easy,5219
23504268,5720,easy,5219
81320578,11819,easy,5219
30616,1332,easy,5219
6595366,2697,easy,5219
13253943,3872,easy,5219
25030153,6032,easy,5219
34023132,7002,easy,5219
1158909,1495,easy,5219
24778949,5986,easy,5219
70477917,10900,easy,5219
37805520,7630,easy,5219
22072062,5315,easy,5219
10298138,3404,easy,5219
45818120,8589,easy,5219
75164,1307,easy,5219
28989803,6564,easy,5219
27378636,6359,easy,5219
47073229,8701,easy,5219
57070424,9827,easy,5219
3262467,2328,easy,5219
74353608,11111,easy,5219
34615419,7135,easy,5219
63896191,10404,easy,5219
51315318,9152,easy,5219
11665960,3672,easy,5219
46979654,8694,easy,5219
37791029,7627,easy,5219
39838871,7908,easy,5219
62729811,10309,easy,5219
44930488,8477,easy,5219
16542722,4453,easy,5219
10170459,3356,easy,5219
99748049,13293,easy,5219
16803346,4512,easy,5219
24215366,5911,easy,5219
74899903,11145,easy,5219
22985686,5529,easy,5219
28541569,6514,easy,5219
20196600,5029,easy,5219
31263953,6746,easy,5219
37856976,7642,easy,5219
54791729,9574,easy,5219
100803488,13412,easy,5219
33221012,6896,easy,5219
86415601,12360,easy,5219
62144355,10258,easy,5219
714608,746,easy,5219
2477817,2041,easy,5219
1201138,1527,easy,5219
36244565,7369,easy,5219
52425505,9291,easy,5219
22947945,5514,easy,5219
16962742,4558,easy,5219
2302951,1967,easy,5219
51383551,9170,easy,5219
32244646,6816,easy,5219
50617934,9000,easy,5219
25726594,6126,easy,5219
32734555,6858,easy,5219
23402143,5683,easy,5219
1672225,1711,easy,5219
79045990,11615,easy,5219
63406097,10374,easy,5219
24808229,5991,easy,5219
14489720,4107,easy,5219
82922110,11991,easy,5219
62067999,10252,easy,5219
23659666,5769,easy,5219
23767628,5790,easy,5219
81850236,11886,easy,5219
38591153,7752,easy,5219
40673915,7983,easy,5219
56277606,9737,easy,5219
7712620,2902,easy,5219
100000605,13345,easy,5219
26488121,6226,easy,5219
18638900,4812,easy,5219
49664589,8899,easy,5219
1556859,1515,easy,5219
23987225,5868,easy,5219
17831511,4690,easy,5219
58504852,9930,easy,5219
30968612,6737,easy,5219
