id,date_created,date_resolved,days_resolution
60546232,2017-11-13 00:33:55 UTC,2017-11-18 19:53:47 UTC,5
51000251,2017-06-13 07:12:41 UTC,2017-09-01 17:20:21 UTC,80
26808593,2016-02-01 22:01:41 UTC,2016-02-02 18:20:51 UTC,0
31929295,2016-05-17 08:34:13 UTC,2017-04-16 00:22:42 UTC,333
12739128,2014-11-06 12:58:08 UTC,2014-11-17 16:30:37 UTC,11
55399030,2017-08-28 08:41:25 UTC,2017-09-01 20:55:14 UTC,4
55909808,2017-09-05 19:47:28 UTC,2017-09-08 05:43:34 UTC,2
81357417,2018-08-15 16:14:25 UTC,2019-02-19 08:55:28 UTC,187
37186788,2016-09-28 10:49:23 UTC,2016-11-13 22:10:55 UTC,46
27375230,2016-02-14 20:14:29 UTC,2016-02-18 07:44:28 UTC,3
17777761,2015-05-06 11:02:41 UTC,2015-07-10 15:07:36 UTC,65
17880758,2015-05-09 19:10:42 UTC,2015-05-10 14:13:42 UTC,0
45453683,2017-03-09 11:07:31 UTC,2017-03-09 19:18:54 UTC,0
12400372,2014-10-23 16:08:15 UTC,2014-10-29 15:22:39 UTC,5
17429920,2015-04-24 08:20:35 UTC,2015-04-25 00:23:12 UTC,0
61474810,2017-11-26 19:18:27 UTC,2017-12-01 05:56:44 UTC,4
46195840,2017-03-21 17:13:51 UTC,2017-03-24 15:23:58 UTC,2
87586918,2018-10-24 13:01:16 UTC,2018-10-24 16:46:20 UTC,0
82194486,2018-08-26 06:59:25 UTC,2018-09-13 15:30:25 UTC,18
82194486,2018-08-26 06:59:25 UTC,2018-09-13 15:30:25 UTC,18
12023442,2014-10-06 17:54:15 UTC,2014-11-06 23:43:35 UTC,31
2059604,2013-04-09 04:28:56 UTC,2013-06-24 12:42:23 UTC,76
21949619,2015-09-22 14:31:21 UTC,2015-09-28 20:55:26 UTC,6
82137743,2018-08-25 03:54:49 UTC,2018-11-23 22:45:44 UTC,90
27192534,2016-02-10 11:14:25 UTC,2016-03-29 20:33:41 UTC,48
2788578,2012-09-07 17:09:04 UTC,2012-09-26 00:26:42 UTC,18
7267845,2014-02-06 06:01:06 UTC,2014-02-15 14:49:47 UTC,9
21351703,2015-09-03 15:54:58 UTC,2015-09-21 18:19:00 UTC,18
32316792,2016-05-25 15:23:13 UTC,2016-08-14 23:11:11 UTC,81
31324988,2016-05-03 20:03:29 UTC,2016-07-14 15:02:12 UTC,71
17797743,2015-05-06 21:47:11 UTC,2015-05-14 19:24:01 UTC,7
81530218,2018-08-17 13:41:44 UTC,2018-08-18 01:41:03 UTC,0
1799105,2013-03-06 21:47:40 UTC,2013-03-08 15:45:10 UTC,1
93255816,2018-12-20 18:26:43 UTC,2018-12-22 01:39:15 UTC,1
50572200,2017-06-05 18:33:42 UTC,2017-07-27 20:53:11 UTC,52
27070531,2016-02-07 18:58:32 UTC,2016-02-07 21:55:11 UTC,0
107417090,2019-05-09 16:53:11 UTC,2019-05-26 22:04:06 UTC,17
22069426,2015-09-26 21:13:22 UTC,2018-03-28 18:09:35 UTC,913
31949656,2016-05-17 16:11:36 UTC,2016-05-19 05:24:07 UTC,1
22701791,2015-10-14 19:34:49 UTC,2015-10-29 16:51:51 UTC,14
22701791,2015-10-14 19:34:49 UTC,2015-10-29 16:51:51 UTC,14
60595983,2017-11-13 16:40:19 UTC,2017-11-18 19:46:15 UTC,5
35958883,2016-09-02 03:11:56 UTC,2016-09-02 12:15:17 UTC,0
50596420,2017-06-06 03:39:43 UTC,2017-07-22 05:08:42 UTC,46
1866144,2013-03-14 20:17:38 UTC,2013-10-14 07:02:58 UTC,213
11837787,2014-09-23 17:35:33 UTC,2014-09-25 15:38:30 UTC,1
94196072,2019-01-04 10:20:15 UTC,2019-04-10 14:40:17 UTC,96
51186745,2017-06-15 21:13:12 UTC,2018-02-15 10:22:17 UTC,244
71363307,2018-04-12 08:54:12 UTC,2018-04-12 09:30:28 UTC,0
17345145,2015-04-21 20:54:48 UTC,2015-09-02 14:53:54 UTC,133
66583235,2018-02-10 20:25:54 UTC,2018-02-23 16:30:12 UTC,12
54877675,2017-08-18 13:31:42 UTC,2019-05-01 23:10:28 UTC,621
2364476,2013-05-23 15:43:30 UTC,2013-06-04 02:04:16 UTC,11
2488170,2013-06-07 02:00:55 UTC,2013-12-30 16:18:00 UTC,206
2488170,2013-06-07 02:00:55 UTC,2013-12-30 16:18:00 UTC,206
81545942,2018-08-17 17:04:10 UTC,2018-09-12 20:54:42 UTC,26
21743838,2015-09-15 00:02:54 UTC,2015-09-15 03:40:43 UTC,0
70693387,2018-04-04 01:38:34 UTC,2018-07-30 05:40:16 UTC,117
32663447,2016-06-02 13:32:12 UTC,2017-07-17 21:41:13 UTC,410
18656454,2015-06-04 08:32:38 UTC,2015-06-04 11:01:27 UTC,0
67523418,2018-02-23 04:34:29 UTC,2018-03-05 05:26:02 UTC,10
8425807,2014-04-04 19:01:26 UTC,2014-04-12 18:09:04 UTC,7
3379620,2013-08-05 16:28:00 UTC,2013-11-06 20:35:40 UTC,93
23783524,2015-11-11 22:57:18 UTC,2016-04-20 16:32:03 UTC,160
47345468,2017-04-09 14:04:06 UTC,2017-05-21 19:39:11 UTC,42
83481338,2018-09-10 17:53:38 UTC,2019-01-19 04:45:44 UTC,130
18308868,2015-05-21 13:06:45 UTC,2015-06-09 06:55:19 UTC,18
56613232,2017-09-17 09:23:49 UTC,2017-09-24 06:00:37 UTC,6
52888800,2017-07-15 14:10:17 UTC,2017-09-01 21:38:00 UTC,48
96492254,2019-01-28 14:53:45 UTC,2019-01-31 23:06:07 UTC,3
52259981,2017-07-05 04:50:29 UTC,2017-07-07 23:11:42 UTC,2
47535316,2017-04-12 13:30:44 UTC,2017-04-13 14:50:27 UTC,1
78191518,2018-07-06 14:14:38 UTC,2018-07-06 15:49:59 UTC,0
8793991,2014-04-25 16:22:31 UTC,2014-12-05 22:05:57 UTC,224
42207908,2017-01-11 02:33:10 UTC,2017-01-12 15:35:20 UTC,1
42414661,2017-01-14 21:01:37 UTC,2017-01-15 01:09:53 UTC,0
32774507,2016-06-05 04:22:14 UTC,2018-08-26 23:36:29 UTC,812
9976816,2014-07-02 20:46:05 UTC,2014-07-25 11:25:19 UTC,22
29313026,2016-03-27 11:37:51 UTC,2016-03-30 20:39:43 UTC,3
47715595,2017-04-15 17:29:16 UTC,2017-04-25 08:17:19 UTC,9
78357929,2018-07-09 12:13:57 UTC,2018-09-02 13:54:51 UTC,55
8736502,2014-04-22 13:57:07 UTC,2014-04-23 11:05:40 UTC,0
19397898,2015-06-28 13:37:15 UTC,2016-12-01 22:42:38 UTC,522
3361440,2013-08-05 04:35:28 UTC,2013-08-08 17:06:37 UTC,3
29409409,2016-03-29 16:40:53 UTC,2016-04-12 18:55:14 UTC,14
9151130,2014-05-15 13:49:22 UTC,2014-08-15 12:46:08 UTC,91
48562199,2017-04-30 17:58:19 UTC,2017-05-29 00:53:25 UTC,28
47540084,2017-04-12 14:44:24 UTC,2017-04-23 11:25:26 UTC,10
14597248,2015-01-20 23:14:56 UTC,2015-04-22 10:24:21 UTC,91
57766914,2017-10-04 20:55:46 UTC,2017-11-08 15:40:12 UTC,34
9064949,2014-05-17 15:47:40 UTC,2014-05-19 15:43:10 UTC,1
101843876,2019-03-19 14:52:59 UTC,2019-03-20 12:16:51 UTC,0
24328734,2015-11-27 00:28:33 UTC,2015-11-28 09:17:45 UTC,1
3087392,2013-07-12 09:16:52 UTC,2013-11-13 10:30:33 UTC,124
24675839,2015-12-04 09:05:17 UTC,2016-01-07 12:00:52 UTC,34
12856141,2014-11-13 05:04:06 UTC,2014-11-13 17:57:57 UTC,0
38341608,2016-10-20 18:22:40 UTC,2016-11-02 04:04:54 UTC,12
3374075,2013-08-09 14:13:30 UTC,2013-09-17 19:50:48 UTC,39
28512625,2016-03-09 16:01:39 UTC,2016-03-10 21:24:59 UTC,1
23526734,2015-11-05 09:13:42 UTC,2016-04-30 14:23:30 UTC,177
68158387,2018-03-03 01:35:36 UTC,2018-03-12 14:15:46 UTC,9
90441434,2018-11-22 00:51:12 UTC,2018-11-30 20:02:45 UTC,8
27936554,2016-02-25 13:11:52 UTC,2018-01-06 16:30:23 UTC,681
96309474,2019-01-26 02:03:43 UTC,2019-01-26 23:20:25 UTC,0
83401247,2018-09-09 19:26:46 UTC,2018-09-14 22:42:36 UTC,5
53431103,2017-07-25 09:08:39 UTC,2018-12-18 16:23:40 UTC,511
63312764,2017-12-24 06:04:37 UTC,2018-01-23 19:18:57 UTC,30
58501015,2017-10-16 01:24:56 UTC,2017-10-16 21:04:51 UTC,0
68219806,2018-03-04 05:35:26 UTC,2018-04-16 20:25:52 UTC,43
18624409,2015-06-03 11:38:27 UTC,2015-06-14 07:05:09 UTC,10
38819599,2016-10-30 10:17:17 UTC,2016-10-30 11:39:50 UTC,0
72128692,2018-04-21 17:42:04 UTC,2018-04-25 08:26:54 UTC,3
46856519,2017-03-31 23:28:04 UTC,2017-06-28 13:53:45 UTC,88
10078549,2014-07-07 14:53:28 UTC,2014-08-06 07:08:44 UTC,29
10078549,2014-07-07 14:53:28 UTC,2014-08-06 07:08:44 UTC,29
73753387,2018-05-12 08:48:30 UTC,2019-01-09 14:11:16 UTC,242
15106936,2015-02-07 23:37:08 UTC,2015-02-12 01:46:20 UTC,4
53496251,2017-07-26 07:25:28 UTC,2017-08-03 13:55:15 UTC,8
29243932,2016-03-25 10:50:54 UTC,2016-05-27 23:13:51 UTC,63
14561864,2015-01-19 21:24:28 UTC,2015-02-12 13:05:56 UTC,23
9349039,2014-06-01 07:43:08 UTC,2014-06-01 17:50:16 UTC,0
19161905,2015-06-20 19:44:41 UTC,2015-06-28 20:51:16 UTC,8
67977444,2018-03-01 00:14:23 UTC,2018-03-02 16:58:51 UTC,1
23762951,2015-11-11 14:11:00 UTC,2015-12-08 20:13:18 UTC,27
23762951,2015-11-11 14:11:00 UTC,2015-12-08 20:13:18 UTC,27
29167152,2016-03-23 20:26:48 UTC,2016-05-03 14:19:21 UTC,40
34142590,2016-07-19 20:27:36 UTC,2017-01-18 15:37:38 UTC,182
34142590,2016-07-19 20:27:36 UTC,2017-01-18 15:37:38 UTC,182
19437925,2015-06-29 18:45:07 UTC,2015-07-12 10:18:30 UTC,12
79039761,2018-07-17 21:20:12 UTC,2019-03-04 21:01:11 UTC,229
79039761,2018-07-17 21:20:12 UTC,2019-03-04 21:01:11 UTC,229
14554792,2015-01-19 16:36:30 UTC,2015-02-09 13:06:57 UTC,20
57990033,2017-10-08 14:37:24 UTC,2017-11-22 17:00:21 UTC,45
18190873,2015-05-20 03:52:55 UTC,2015-05-29 09:40:39 UTC,9
8386441,2014-04-02 21:16:09 UTC,2014-04-06 10:19:16 UTC,3
5272111,2013-10-04 17:25:43 UTC,2013-10-18 06:17:47 UTC,13
14918737,2015-02-01 19:18:59 UTC,2015-04-17 16:10:12 UTC,74
2976796,2013-06-27 10:24:30 UTC,2013-09-13 12:31:05 UTC,78
62079074,2017-12-05 01:37:45 UTC,2018-01-03 20:11:54 UTC,29
28607210,2016-03-11 10:11:28 UTC,2016-03-11 11:19:42 UTC,0
9895524,2014-06-28 04:15:11 UTC,2014-07-10 13:03:04 UTC,12
67272077,2018-02-20 10:45:02 UTC,2019-02-27 13:01:17 UTC,372
57270378,2017-09-27 16:01:56 UTC,2018-02-14 17:29:03 UTC,140
19051380,2015-06-17 06:27:07 UTC,2016-04-08 10:11:42 UTC,296
25115548,2015-12-16 21:37:59 UTC,2015-12-17 10:36:00 UTC,0
11157375,2014-08-23 16:18:41 UTC,2014-11-28 15:15:47 UTC,96
11445967,2014-09-06 16:22:17 UTC,2014-11-26 09:22:43 UTC,80
98536934,2019-02-15 21:05:39 UTC,2019-04-02 21:53:01 UTC,46
92940816,2018-12-17 22:41:01 UTC,2019-02-13 18:54:14 UTC,57
25963277,2016-01-12 21:05:45 UTC,2016-07-17 10:55:20 UTC,186
64563974,2018-01-15 00:12:21 UTC,2018-02-11 19:44:56 UTC,27
64563974,2018-01-15 00:12:21 UTC,2018-02-20 22:20:05 UTC,36
64563974,2018-01-15 00:12:21 UTC,2018-02-11 19:44:56 UTC,27
64563974,2018-01-15 00:12:21 UTC,2018-02-20 22:20:05 UTC,36
91856810,2018-12-06 18:44:29 UTC,2018-12-13 03:34:51 UTC,6
90974236,2018-11-28 06:53:08 UTC,2019-02-15 19:36:24 UTC,79
25061783,2015-12-15 17:56:42 UTC,2016-06-03 16:12:57 UTC,170
1336567,2013-01-21 10:20:48 UTC,2013-03-28 18:42:34 UTC,66
1372112,2013-01-25 09:16:11 UTC,2016-04-02 17:55:56 UTC,1163
105175934,2019-04-18 14:47:57 UTC,2019-04-23 20:58:08 UTC,5
21130589,2014-12-12 21:37:26 UTC,2015-09-10 12:13:51 UTC,271
65328820,2018-01-24 21:36:05 UTC,2018-01-28 00:31:45 UTC,3
54669653,2017-08-15 14:37:23 UTC,2017-12-11 15:25:37 UTC,118
59019971,2017-10-23 03:11:19 UTC,2018-03-23 11:45:51 UTC,151
5392489,2013-08-13 20:42:48 UTC,2013-10-14 13:32:37 UTC,61
64776994,2018-01-17 15:58:11 UTC,2018-02-08 20:11:59 UTC,22
35759710,2016-08-29 11:23:06 UTC,2016-09-06 16:01:13 UTC,8
54629020,2017-08-14 22:22:52 UTC,2017-08-29 09:01:33 UTC,14
29890596,2016-04-07 07:25:45 UTC,2016-04-13 13:48:37 UTC,6
29890596,2016-04-07 07:25:45 UTC,2016-04-13 13:48:37 UTC,6
25291734,2015-12-22 00:28:11 UTC,2018-04-08 00:03:46 UTC,837
86496821,2018-10-12 21:06:24 UTC,2018-12-10 06:34:03 UTC,58
20872085,2015-08-18 11:50:43 UTC,2015-08-18 21:52:21 UTC,0
39968195,2016-11-21 16:18:19 UTC,2017-01-03 13:38:03 UTC,42
97766490,2019-02-12 13:08:34 UTC,2019-03-04 22:07:01 UTC,20
97766490,2019-02-12 13:08:34 UTC,2019-03-04 22:07:01 UTC,20
92521245,2018-12-13 03:09:59 UTC,2018-12-13 14:50:04 UTC,0
25423466,2015-12-27 09:43:54 UTC,2016-01-04 02:41:35 UTC,7
26232785,2016-01-19 13:50:37 UTC,2016-03-13 16:46:53 UTC,54
65239369,2018-01-23 20:48:40 UTC,2018-02-03 01:38:48 UTC,10
39328482,2016-11-08 23:40:39 UTC,2017-03-16 21:29:51 UTC,127
1311872,2012-08-03 05:23:44 UTC,2013-01-17 08:51:55 UTC,167
1311872,2012-08-03 05:23:44 UTC,2012-08-06 13:58:59 UTC,3
1311872,2012-08-03 05:23:44 UTC,2013-01-17 08:51:55 UTC,167
1311872,2012-08-03 05:23:44 UTC,2012-08-06 13:58:59 UTC,3
1608011,2013-02-18 22:08:31 UTC,2013-02-19 15:01:54 UTC,0
6255156,2013-12-08 17:51:22 UTC,2014-01-15 14:36:20 UTC,37
15530622,2015-02-22 20:17:36 UTC,2015-02-22 23:29:09 UTC,0
69909272,2018-03-24 12:33:40 UTC,2018-09-26 21:06:50 UTC,186
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-09-26 21:06:50 UTC,186
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-09-26 21:06:50 UTC,186
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-09-26 21:06:50 UTC,186
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
69909272,2018-03-24 12:33:40 UTC,2018-07-13 12:15:08 UTC,110
47031,2011-04-12 19:42:19 UTC,2011-04-27 15:57:06 UTC,14
16449374,2015-03-23 18:58:52 UTC,2015-09-30 22:10:01 UTC,191
49802261,2017-05-21 22:15:47 UTC,2017-05-29 12:10:03 UTC,7
69023765,2018-03-13 20:14:27 UTC,2018-03-21 22:26:24 UTC,8
25075124,2015-12-15 23:42:38 UTC,2016-01-12 18:57:16 UTC,27
87073686,2018-10-18 19:33:01 UTC,2019-01-17 09:35:21 UTC,90
97222556,2019-02-04 19:58:01 UTC,2019-02-10 11:59:56 UTC,5
24886566,2015-12-10 21:41:38 UTC,2015-12-30 21:23:48 UTC,19
20902479,2015-08-19 11:04:24 UTC,2015-08-23 08:35:31 UTC,3
54039580,2017-08-04 06:42:15 UTC,2019-05-21 22:06:18 UTC,655
49918686,2017-05-23 15:19:04 UTC,2017-07-18 20:53:55 UTC,56
1426746,2013-01-29 23:59:12 UTC,2013-02-08 06:21:57 UTC,9
97237654,2019-02-04 22:30:58 UTC,2019-03-01 19:18:04 UTC,24
48609080,2017-05-01 18:27:20 UTC,2019-03-13 23:40:05 UTC,681
74984358,2018-05-28 07:20:16 UTC,2019-04-01 18:47:22 UTC,308
74984358,2018-05-28 07:20:16 UTC,2019-04-01 18:47:22 UTC,308
34646889,2016-07-14 21:29:37 UTC,2016-08-04 10:04:44 UTC,20
25041209,2015-12-15 08:18:27 UTC,2016-01-07 13:28:22 UTC,23
1606787,2013-02-18 19:20:05 UTC,2013-02-19 14:47:52 UTC,0
29707324,2016-04-04 17:40:57 UTC,2017-11-27 15:15:06 UTC,601
68896945,2018-03-12 14:25:53 UTC,2018-03-14 05:34:41 UTC,1
16037540,2015-03-10 01:52:38 UTC,2015-03-20 10:56:40 UTC,10
29552782,2016-04-01 06:47:11 UTC,2016-04-13 19:38:28 UTC,12
69127767,2018-03-14 22:32:14 UTC,2018-03-16 02:45:11 UTC,1
30419629,2016-04-18 18:30:18 UTC,2017-12-13 04:39:41 UTC,603
44447341,2017-02-20 22:55:55 UTC,2017-02-22 22:46:58 UTC,1
92772778,2018-12-15 19:52:56 UTC,2019-02-09 12:53:22 UTC,55
59639397,2017-10-31 07:08:47 UTC,2017-11-28 01:58:38 UTC,27
49981215,2017-05-25 23:43:41 UTC,2018-02-17 01:00:45 UTC,267
59402802,2017-10-27 13:16:28 UTC,2018-01-18 03:43:16 UTC,82
1210654,2013-01-06 14:05:16 UTC,2015-02-14 21:56:46 UTC,769
85334904,2018-10-01 18:47:59 UTC,2018-10-08 20:21:00 UTC,7
79962476,2018-07-29 17:06:03 UTC,2018-08-01 03:12:16 UTC,2
59503092,2017-10-29 08:46:41 UTC,2018-02-27 17:04:29 UTC,121
65768265,2018-01-30 22:06:00 UTC,2018-02-28 13:04:12 UTC,28
65768265,2018-01-30 22:06:00 UTC,2018-02-28 13:04:12 UTC,28
65768265,2018-01-30 22:06:00 UTC,2018-02-28 13:04:12 UTC,28
60441126,2017-11-10 19:54:24 UTC,2018-10-28 12:38:06 UTC,351
31485146,2016-05-06 21:22:21 UTC,2016-05-23 18:01:02 UTC,16
55778591,2017-09-03 15:55:57 UTC,2017-09-11 15:47:30 UTC,7
55117130,2017-08-23 04:58:16 UTC,2017-09-04 01:00:15 UTC,11
56114193,2017-09-08 18:06:11 UTC,2017-12-12 13:33:58 UTC,94
93784803,2018-12-29 00:11:15 UTC,2018-12-29 16:29:30 UTC,0
7109601,2014-02-03 21:58:08 UTC,2014-02-04 02:49:54 UTC,0
26783977,2016-02-01 13:00:01 UTC,2016-02-16 16:12:42 UTC,15
76237080,2018-06-12 08:29:37 UTC,2018-06-18 08:45:16 UTC,6
76548867,2018-06-15 14:16:25 UTC,2019-01-09 20:08:15 UTC,208
6645616,2014-01-03 07:26:13 UTC,2014-03-17 04:42:15 UTC,72
32552791,2016-05-31 10:46:19 UTC,2016-07-04 10:44:33 UTC,33
7269454,2014-02-06 08:41:43 UTC,2015-01-14 18:58:12 UTC,342
46219528,2017-03-22 03:12:02 UTC,2017-03-22 06:12:46 UTC,0
21770158,2015-09-16 12:53:07 UTC,2015-10-13 09:33:53 UTC,26
55924020,2017-09-06 01:10:09 UTC,2017-09-06 01:57:04 UTC,0
12719654,2014-11-05 18:03:19 UTC,2014-12-15 15:54:39 UTC,39
21437432,2015-08-31 10:08:14 UTC,2015-09-06 23:06:07 UTC,6
21437432,2015-08-31 10:08:14 UTC,2015-09-06 23:06:07 UTC,6
21437432,2015-08-31 10:08:14 UTC,2015-09-06 23:06:07 UTC,6
21437432,2015-08-31 10:08:14 UTC,2015-09-06 23:06:07 UTC,6
66161860,2018-02-06 03:39:52 UTC,2018-07-14 06:26:57 UTC,158
22685294,2015-10-14 11:01:54 UTC,2015-10-18 20:33:51 UTC,4
